date,SPX,VIX,VVIX,Skew,Realized Vol
2011-01-31,1286.12,19.53,86.08,130.3,10.03
2011-02-01,1307.59,17.63,84.48,129.0,11.48
2011-02-02,1304.03,17.3,83.16,127.52,11.0
2011-02-03,1307.1,16.69,81.75,127.13,11.02
2011-02-04,1310.87,15.93,81.11,127.45,10.93
2011-02-07,1319.05,16.28,80.54,127.63,11.1
2011-02-08,1324.57,15.81,78.93,129.54,11.17
2011-02-09,1320.88,15.87,82.11,129.54,11.2
2011-02-10,1321.87,16.09,83.73,129.24,11.13
2011-02-11,1329.15,15.69,84.5,131.31,10.92
2011-02-14,1332.32,15.95,82.67,127.41,10.93
2011-02-15,1328.01,16.37,84.38,131.78,10.72
2011-02-16,1336.32,16.72,83.05,130.69,10.9
2011-02-17,1340.43,16.59,83.03,130.97,10.35
2011-02-18,1343.01,16.43,85.47,136.43,10.37
2011-02-18,1343.01,16.43,85.47,136.43,10.37
2011-02-22,1315.44,20.8,99.18,125.9,12.55
2011-02-23,1307.4,22.13,99.04,124.53,12.55
2011-02-24,1306.1,21.32,94.07,124.68,12.56
2011-02-25,1319.88,19.22,86.17,128.76,12.99
2011-02-28,1327.22,18.35,81.78,129.37,13.12
2011-03-01,1306.33,21.01,89.28,122.43,12.89
2011-03-02,1308.44,20.7,87.55,123.06,12.6
2011-03-03,1330.97,18.6,82.36,125.71,12.74
2011-03-04,1321.15,19.06,81.48,125.9,12.98
2011-03-07,1310.13,20.66,84.32,122.95,13.25
2011-03-08,1321.82,19.82,80.84,123.37,13.55
2011-03-09,1320.02,20.22,84.89,122.6,13.39
2011-03-10,1295.11,21.88,88.16,119.26,14.83
2011-03-11,1304.28,20.08,83.21,118.54,15.0
2011-03-14,1296.39,21.13,83.89,121.52,15.13
2011-03-15,1281.87,24.32,89.68,121.82,15.47
2011-03-16,1256.88,29.4,112.39,122.46,16.94
2011-03-17,1273.72,26.37,101.45,125.85,17.5
2011-03-18,1279.2,24.44,96.28,126.81,17.45
2011-03-21,1298.38,20.61,89.17,124.59,18.16
2011-03-22,1293.77,20.21,87.39,120.83,18.19
2011-03-23,1297.54,19.17,84.77,120.75,16.77
2011-03-24,1309.66,18.0,84.17,119.97,16.96
2011-03-25,1313.8,17.91,84.53,121.43,16.99
2011-03-28,1310.19,19.44,89.94,122.68,16.61
2011-03-29,1319.44,18.16,84.96,124.11,16.64
2011-03-30,1328.26,17.71,82.75,123.5,15.79
2011-03-31,1325.83,17.74,82.51,124.64,15.78
2011-04-01,1332.41,17.4,81.98,128.64,14.72
2011-04-04,1332.87,17.5,81.84,128.05,14.48
2011-04-05,1332.63,17.25,81.44,128.02,14.22
2011-04-06,1335.54,16.9,83.22,125.18,13.92
2011-04-07,1333.51,17.11,82.39,126.46,13.92
2011-04-08,1328.17,17.87,83.43,125.92,12.37
2011-04-11,1324.46,16.59,84.16,122.94,12.18
2011-04-12,1314.16,17.09,85.36,121.94,12.27
2011-04-13,1314.41,16.92,86.04,124.55,11.66
2011-04-14,1314.52,16.27,86.07,125.09,9.37
2011-04-15,1319.68,15.32,85.72,130.45,8.3
2011-04-18,1305.14,16.96,89.11,129.37,9.07
2011-04-19,1312.62,15.83,85.73,129.4,7.7
2011-04-20,1330.36,15.07,86.21,131.13,9.01
2011-04-21,1337.38,14.69,87.71,131.78,9.11
2011-04-21,1337.38,14.69,87.71,131.78,9.11
2011-04-25,1335.25,15.77,87.68,130.88,8.53
2011-04-26,1347.24,15.62,85.72,127.45,9.02
2011-04-27,1355.66,15.35,83.21,126.93,9.23
2011-04-28,1360.48,14.62,82.89,124.99,9.05
2011-04-29,1363.61,14.75,83.98,127.45,8.75
2011-05-02,1361.22,15.99,88.5,124.15,8.75
2011-05-03,1356.62,16.7,90.62,127.49,8.71
2011-05-04,1347.32,17.08,91.39,125.29,9.03
2011-05-05,1335.1,18.2,95.08,124.89,9.58
2011-05-06,1340.2,18.4,94.43,124.61,9.64
2011-05-09,1346.29,17.16,90.86,124.67,9.73
2011-05-10,1357.16,15.91,87.56,126.23,10.09
2011-05-11,1342.08,16.95,96.25,121.79,10.79
2011-05-12,1348.65,16.03,93.57,122.59,10.63
2011-05-13,1337.77,17.07,93.86,121.9,10.97
2011-05-16,1329.47,18.24,94.44,123.58,11.18
2011-05-17,1328.98,17.55,93.64,121.14,11.11
2011-05-18,1340.68,16.23,90.7,125.82,10.79
2011-05-19,1343.6,15.52,87.53,127.16,10.65
2011-05-20,1333.27,17.43,90.23,129.15,9.85
2011-05-23,1317.37,18.27,92.08,124.78,10.56
2011-05-24,1316.28,17.82,88.47,123.13,10.55
2011-05-25,1320.47,17.07,85.29,122.89,10.14
2011-05-26,1325.69,16.09,81.48,125.43,10.02
2011-05-27,1331.1,15.98,81.46,123.58,10.05
2011-05-27,1331.1,15.98,81.46,123.58,10.05
2011-05-31,1345.2,15.45,80.92,123.91,10.63
2011-06-01,1314.55,18.3,87.59,119.33,13.24
2011-06-02,1312.94,18.09,85.22,119.2,13.19
2011-06-03,1300.16,17.95,85.54,116.8,13.4
2011-06-06,1286.17,18.49,88.15,116.02,13.56
2011-06-07,1284.94,18.07,83.72,116.07,13.49
2011-06-08,1279.56,18.79,88.98,118.76,13.49
2011-06-09,1289.0,17.77,85.65,117.27,13.4
2011-06-10,1270.98,18.86,93.34,122.65,13.69
2011-06-13,1271.83,19.61,98.35,120.99,13.59
2011-06-14,1287.87,18.26,91.74,125.3,14.07
2011-06-15,1265.42,21.32,105.07,124.32,15.29
2011-06-16,1267.64,22.73,100.39,122.35,15.32
2011-06-17,1271.5,21.85,95.31,120.06,15.06
2011-06-20,1278.36,19.99,90.25,117.44,15.15
2011-06-21,1295.52,18.86,90.55,116.52,15.6
2011-06-22,1287.14,18.52,91.71,114.74,15.19
2011-06-23,1283.5,19.29,93.09,116.79,15.22
2011-06-24,1268.45,21.1,99.14,115.92,15.72
2011-06-27,1280.1,20.56,94.29,119.46,15.96
2011-06-28,1296.67,19.17,90.33,122.15,16.5
2011-06-29,1307.41,17.27,85.9,128.73,16.38
2011-06-30,1320.64,16.52,81.08,122.09,14.7
2011-07-01,1339.67,15.87,78.64,119.63,15.54
2011-07-01,1339.67,15.87,78.64,119.63,15.54
2011-07-05,1337.88,16.06,81.34,121.78,15.19
2011-07-06,1339.22,16.34,82.69,121.51,14.71
2011-07-07,1353.22,15.95,80.7,121.86,15.16
2011-07-08,1343.8,15.95,80.82,119.68,15.33
2011-07-11,1319.49,18.39,90.87,123.08,16.36
2011-07-12,1313.64,19.87,88.39,119.21,15.68
2011-07-13,1317.72,19.91,88.92,124.79,15.73
2011-07-14,1308.87,20.8,95.72,126.63,15.28
2011-07-15,1316.14,19.53,89.33,129.24,14.05
2011-07-18,1305.44,20.95,97.81,123.92,14.32
2011-07-19,1326.73,19.21,91.01,126.12,15.35
2011-07-20,1325.84,19.09,86.06,122.97,15.24
2011-07-21,1343.8,17.56,81.68,122.42,15.28
2011-07-22,1345.02,17.52,82.45,121.59,15.13
2011-07-25,1337.43,19.35,90.2,119.45,15.22
2011-07-26,1331.94,20.23,93.35,120.12,14.73
2011-07-27,1304.89,22.98,102.01,119.44,16.08
2011-07-28,1300.67,23.74,105.62,120.36,15.5
2011-07-29,1292.28,25.25,106.57,120.65,15.42
2011-08-01,1286.94,23.66,95.89,118.64,15.15
2011-08-02,1254.05,24.79,102.01,116.08,16.86
2011-08-03,1260.34,23.38,98.58,117.27,16.96
2011-08-04,1200.07,31.66,121.76,113.17,24.16
2011-08-05,1199.38,32.0,118.61,119.36,23.88
2011-08-08,1119.46,48.0,134.63,121.06,33.33
2011-08-09,1172.53,35.06,112.8,124.51,36.23
2011-08-10,1120.76,42.99,132.86,118.65,39.58
2011-08-11,1172.64,39.0,128.76,119.99,42.52
2011-08-12,1178.81,36.36,120.19,119.79,42.5
2011-08-15,1204.49,31.87,109.0,121.76,43.07
2011-08-16,1192.76,32.85,104.66,122.41,43.09
2011-08-17,1193.89,31.58,104.62,126.16,42.73
2011-08-18,1140.65,42.67,106.66,124.44,45.35
2011-08-19,1123.53,43.05,111.58,124.05,45.47
2011-08-22,1123.82,42.44,111.25,119.4,45.47
2011-08-23,1162.35,36.27,103.43,124.05,46.84
2011-08-24,1177.6,35.9,104.54,123.37,47.05
2011-08-25,1159.27,39.76,112.4,120.81,46.81
2011-08-26,1176.8,35.59,104.72,122.97,47.04
2011-08-29,1210.08,32.28,96.51,122.97,48.0
2011-08-30,1212.92,32.89,96.16,119.9,47.98
2011-08-31,1218.89,31.62,94.16,120.01,47.17
2011-09-01,1204.42,31.82,92.31,120.23,47.29
2011-09-02,1173.97,33.92,91.0,119.33,44.98
2011-09-02,1173.97,37.81,91.0,113.87,44.98
2011-09-06,1165.24,37.0,97.01,121.04,45.05
2011-09-07,1198.62,33.38,93.3,118.75,39.67
2011-09-08,1185.9,34.32,93.45,118.59,36.68
2011-09-09,1154.23,38.52,99.07,116.9,34.23
2011-09-12,1162.27,38.59,97.07,117.23,30.54
2011-09-13,1172.87,36.91,96.14,118.05,30.64
2011-09-14,1188.68,34.6,100.22,115.73,30.12
2011-09-15,1209.11,31.97,96.69,120.0,30.47
2011-09-16,1216.01,30.98,93.67,123.27,30.55
2011-09-19,1204.09,32.73,95.95,120.76,26.72
2011-09-20,1202.09,32.86,92.9,120.61,26.11
2011-09-21,1166.76,37.32,98.58,120.18,28.27
2011-09-22,1129.56,41.35,103.91,119.37,28.1
2011-09-23,1136.43,41.25,104.77,118.24,27.76
2011-09-26,1162.95,39.02,102.89,120.34,28.5
2011-09-27,1175.38,37.71,100.31,119.55,28.37
2011-09-28,1151.06,41.08,104.3,118.21,27.61
2011-09-29,1160.4,38.84,101.05,118.97,27.74
2011-09-30,1131.42,42.96,101.08,114.83,29.0
2011-10-03,1099.23,45.45,103.89,113.09,30.54
2011-10-04,1123.95,40.82,99.31,115.28,30.13
2011-10-05,1144.03,37.81,94.66,113.87,30.7
2011-10-06,1164.97,36.27,93.52,115.42,29.79
2011-10-07,1155.46,36.2,92.57,116.1,29.69
2011-10-10,1194.89,33.02,89.39,116.81,30.64
2011-10-11,1195.54,32.86,90.98,118.91,30.58
2011-10-12,1207.25,31.26,91.34,121.6,30.55
2011-10-13,1203.66,30.7,95.1,121.98,30.2
2011-10-14,1224.58,28.24,94.69,121.9,30.29
2011-10-17,1200.86,33.39,103.55,124.46,31.03
2011-10-18,1225.38,31.56,100.21,127.99,31.63
2011-10-19,1209.88,34.44,103.29,122.57,31.92
2011-10-20,1215.39,34.78,102.97,125.43,30.06
2011-10-21,1238.25,31.32,98.05,127.19,28.76
2011-10-24,1254.19,29.26,97.13,124.85,29.03
2011-10-25,1229.05,32.22,97.75,122.65,28.62
2011-10-26,1242.0,29.86,97.74,122.65,28.57
2011-10-27,1284.59,25.46,94.44,122.82,29.99
2011-10-28,1285.09,24.53,94.19,121.18,29.86
2011-10-31,1253.3,29.96,104.84,120.69,29.91
2011-11-01,1218.28,34.77,113.15,126.65,29.65
2011-11-02,1237.9,32.74,107.4,123.95,29.16
2011-11-03,1261.15,30.5,104.28,124.19,29.14
2011-11-04,1253.23,30.16,103.34,123.56,28.57
2011-11-07,1261.12,29.85,103.35,124.93,28.52
2011-11-08,1275.92,27.48,98.05,124.77,26.31
2011-11-09,1229.1,36.16,122.73,122.87,29.35
2011-11-10,1239.69,32.81,113.54,125.24,29.33
2011-11-11,1263.85,30.04,112.1,124.56,30.06
2011-11-14,1251.78,31.13,112.35,124.56,29.64
2011-11-15,1257.81,31.22,107.55,124.97,28.82
2011-11-16,1236.91,33.51,111.18,122.92,28.54
2011-11-17,1216.13,34.51,111.86,121.59,28.76
2011-11-18,1215.65,32.0,101.92,120.04,28.72
2011-11-21,1192.98,32.91,99.6,115.15,28.73
2011-11-22,1188.04,31.97,98.53,114.92,28.44
2011-11-23,1161.79,33.98,101.46,116.78,28.63
2011-11-23,1161.79,33.98,101.46,116.78,28.63
2011-11-25,1158.67,34.47,98.98,114.77,28.49
2011-11-28,1192.55,32.13,96.23,118.63,28.27
2011-11-29,1195.19,30.64,95.47,116.45,28.28
2011-11-30,1246.96,27.8,92.22,116.56,30.47
2011-12-01,1244.58,27.41,90.88,116.9,28.93
2011-12-02,1244.28,27.52,92.46,116.31,28.41
2011-12-05,1257.08,27.84,92.97,116.14,27.95
2011-12-06,1258.47,28.13,92.21,115.16,27.88
2011-12-07,1261.01,28.67,92.84,115.87,27.82
2011-12-08,1234.35,30.59,94.97,115.37,28.46
2011-12-09,1255.19,26.38,90.92,116.83,25.94
2011-12-12,1236.47,25.67,93.21,120.26,26.28
2011-12-13,1225.73,25.41,94.55,119.44,25.63
2011-12-14,1211.82,26.04,99.63,120.66,25.69
2011-12-15,1215.75,25.11,97.71,122.35,25.65
2011-12-16,1219.66,24.29,94.28,119.22,25.01
2011-12-19,1205.35,24.92,90.27,116.58,24.69
2011-12-20,1241.3,23.22,88.64,120.66,26.73
2011-12-21,1243.72,21.43,85.54,115.16,25.89
2011-12-22,1254.0,21.16,86.18,115.56,26.01
2011-12-23,1265.33,20.73,86.54,117.14,25.08
2011-12-23,1265.33,20.73,86.54,117.14,25.08
2011-12-27,1265.43,21.91,88.13,116.53,24.99
2011-12-28,1249.64,23.52,94.08,116.32,22.75
2011-12-29,1263.02,22.65,91.8,116.57,22.99
2011-12-30,1257.6,23.4,91.7,116.21,18.04
2011-12-30,1257.6,23.4,91.7,116.21,18.04
2012-01-03,1277.06,22.97,91.39,117.1,18.82
2012-01-04,1277.3,22.22,88.89,117.63,18.82
2012-01-05,1281.06,21.48,87.69,117.76,18.47
2012-01-06,1277.81,20.63,86.95,118.29,18.49
2012-01-09,1280.7,21.07,87.8,119.07,18.49
2012-01-10,1292.08,20.69,88.82,118.99,17.27
2012-01-11,1292.48,21.05,93.17,120.2,16.3
2012-01-12,1295.5,20.47,90.51,120.78,15.47
2012-01-13,1289.09,20.91,93.55,121.92,15.23
2012-01-13,1289.09,20.91,93.55,121.92,15.23
2012-01-17,1293.67,22.2,93.66,125.63,14.8
2012-01-18,1308.04,20.89,90.09,130.78,15.22
2012-01-19,1314.5,19.87,88.73,129.6,15.31
2012-01-20,1315.38,18.28,89.24,129.24,14.81
2012-01-23,1316.0,18.67,89.59,125.83,10.68
2012-01-24,1314.65,18.91,89.01,127.38,10.67
2012-01-25,1326.05,18.31,86.01,125.22,10.66
2012-01-26,1318.43,18.57,88.92,122.96,10.37
2012-01-27,1316.33,18.53,87.44,121.5,10.38
2012-01-30,1313.01,19.4,89.86,121.99,9.51
2012-01-31,1312.41,19.44,88.51,121.96,8.88
2012-02-01,1324.09,18.55,85.78,121.39,9.28
2012-02-02,1325.54,17.98,84.1,122.26,7.57
2012-02-03,1344.9,17.1,84.04,122.14,9.02
2012-02-06,1344.33,17.76,85.38,123.63,8.97
2012-02-07,1347.05,17.65,83.79,123.02,8.97
2012-02-08,1349.96,18.16,97.01,124.76,8.98
2012-02-09,1351.95,18.63,100.76,126.48,8.43
2012-02-10,1342.64,20.79,104.15,129.59,8.81
2012-02-13,1351.77,19.04,102.45,127.89,9.07
2012-02-14,1350.5,19.54,107.82,129.96,8.92
2012-02-15,1343.23,21.14,114.65,128.88,9.04
2012-02-16,1358.04,19.22,110.41,130.29,9.16
2012-02-17,1361.23,17.78,108.56,129.54,9.02
2012-02-17,1361.23,17.78,108.56,129.54,9.02
2012-02-21,1362.21,18.19,107.71,128.46,9.02
2012-02-22,1357.66,18.19,100.81,127.7,9.09
2012-02-23,1363.46,16.8,94.44,127.81,9.2
2012-02-24,1365.74,17.31,99.43,128.72,8.75
2012-02-27,1367.59,18.19,101.68,126.98,8.58
2012-02-28,1372.18,17.96,99.13,125.65,8.64
2012-02-29,1365.68,18.43,101.6,124.59,8.76
2012-03-01,1374.09,17.26,97.43,127.63,9.03
2012-03-02,1369.63,17.29,96.94,125.2,8.55
2012-03-05,1364.33,18.05,98.18,126.23,8.65
2012-03-06,1343.36,20.87,105.11,126.49,8.87
2012-03-07,1352.63,19.07,100.46,126.02,9.2
2012-03-08,1365.91,17.95,97.19,125.08,9.76
2012-03-09,1370.87,17.11,97.98,124.78,9.8
2012-03-12,1371.09,15.64,98.61,139.25,9.78
2012-03-13,1395.95,14.8,98.47,122.89,11.34
2012-03-14,1394.28,15.31,106.63,118.82,11.1
2012-03-15,1402.6,15.42,108.42,136.51,11.27
2012-03-16,1404.17,14.47,105.78,138.43,11.11
2012-03-19,1409.75,15.04,106.49,128.85,10.46
2012-03-20,1405.52,15.58,109.38,128.02,10.47
2012-03-21,1402.89,15.13,104.65,124.6,10.49
2012-03-22,1392.78,15.57,102.53,121.17,10.74
2012-03-23,1397.11,14.82,98.6,122.98,10.71
2012-03-26,1416.51,14.26,96.08,118.02,11.66
2012-03-27,1412.52,15.59,101.15,121.13,11.68
2012-03-28,1405.54,15.47,102.74,121.61,11.77
2012-03-29,1403.28,15.48,101.94,121.69,11.64
2012-03-30,1408.47,15.5,100.28,124.97,11.51
2012-04-02,1419.04,15.64,100.38,123.13,11.75
2012-04-03,1413.38,15.66,98.37,123.84,11.76
2012-04-04,1398.96,16.44,99.73,121.0,11.04
2012-04-05,1398.08,16.7,99.47,120.61,10.76
2012-04-05,1398.08,16.7,99.47,120.61,10.76
2012-04-09,1382.2,18.81,104.59,119.05,10.94
2012-04-10,1358.59,20.39,109.13,119.27,12.4
2012-04-11,1368.71,20.02,111.19,118.43,12.68
2012-04-12,1387.57,17.2,104.27,119.87,11.98
2012-04-13,1370.26,19.55,110.76,118.19,12.75
2012-04-16,1369.57,19.55,110.97,116.67,12.61
2012-04-17,1390.78,18.46,107.01,121.83,13.66
2012-04-18,1385.14,18.64,106.06,119.5,13.67
2012-04-19,1376.92,18.36,103.96,117.6,13.79
2012-04-20,1378.53,17.44,101.08,118.05,13.79
2012-04-23,1366.94,18.97,104.01,117.19,13.86
2012-04-24,1371.97,18.1,99.84,118.36,13.88
2012-04-25,1390.69,16.82,93.28,122.53,13.88
2012-04-26,1399.98,16.24,89.65,121.03,14.03
2012-04-27,1403.36,16.32,88.62,120.08,13.94
2012-04-30,1397.91,17.15,89.32,119.83,14.02
2012-05-01,1405.82,16.6,87.06,120.18,14.13
2012-05-02,1402.31,16.88,86.29,119.94,13.93
2012-05-03,1391.57,17.56,88.35,116.18,14.1
2012-05-04,1369.1,19.16,91.31,115.83,14.8
2012-05-07,1369.58,18.94,90.91,116.68,14.79
2012-05-08,1363.72,19.05,91.33,117.23,14.36
2012-05-09,1354.58,20.08,102.07,115.05,13.24
2012-05-10,1357.99,18.83,98.65,115.11,12.98
2012-05-11,1353.39,19.89,100.12,114.7,12.17
2012-05-14,1338.35,21.87,105.85,119.18,11.94
2012-05-15,1330.66,21.97,109.61,120.04,12.12
2012-05-16,1324.8,22.27,109.22,118.47,11.0
2012-05-17,1304.86,24.49,112.84,119.54,12.15
2012-05-18,1295.22,25.1,117.44,119.28,12.27
2012-05-21,1315.99,22.01,108.5,119.56,13.49
2012-05-22,1316.63,22.48,110.48,119.31,13.17
2012-05-23,1318.86,22.33,107.48,119.52,13.1
2012-05-24,1320.68,21.54,104.52,120.64,12.27
2012-05-25,1317.82,21.76,103.1,120.38,12.08
2012-05-25,1317.82,21.76,103.1,120.38,12.08
2012-05-29,1332.42,21.03,100.98,122.39,12.71
2012-05-30,1313.32,24.14,109.73,118.54,13.63
2012-05-31,1310.33,24.06,108.75,119.32,13.47
2012-06-01,1278.04,26.66,111.41,116.35,16.02
2012-06-04,1278.18,26.12,107.04,116.66,15.81
2012-06-05,1285.5,24.68,102.78,117.07,14.93
2012-06-06,1315.13,22.16,97.71,119.66,16.91
2012-06-07,1314.99,21.72,98.36,120.01,16.84
2012-06-08,1325.66,21.23,96.6,122.09,16.91
2012-06-11,1308.93,23.56,105.51,119.28,17.4
2012-06-12,1324.18,22.09,103.22,121.82,17.81
2012-06-13,1314.88,24.27,110.6,120.37,17.6
2012-06-14,1329.1,21.68,107.78,115.05,17.87
2012-06-15,1342.84,21.11,108.23,126.08,18.12
2012-06-18,1344.78,18.32,99.3,121.2,17.33
2012-06-19,1357.98,18.38,98.13,123.09,17.44
2012-06-20,1355.69,17.24,96.41,122.06,16.51
2012-06-21,1325.51,20.08,105.47,118.4,18.31
2012-06-22,1335.02,18.11,104.13,116.37,18.49
2012-06-25,1313.72,20.38,104.46,116.29,19.33
2012-06-26,1319.99,19.72,100.66,114.69,19.38
2012-06-27,1331.85,19.45,98.11,115.85,19.2
2012-06-28,1329.04,19.71,97.21,116.9,18.51
2012-06-29,1362.16,17.08,89.59,119.09,20.51
2012-07-02,1365.51,16.74,85.61,118.89,18.56
2012-07-03,1374.02,16.66,84.59,118.33,18.71
2012-07-03,1374.02,16.66,84.59,118.33,18.71
2012-07-05,1367.58,17.5,89.43,117.91,18.65
2012-07-06,1354.68,17.1,90.1,118.45,17.22
2012-07-09,1352.46,17.98,92.85,119.62,17.22
2012-07-10,1341.47,18.72,94.91,119.34,17.27
2012-07-11,1341.45,17.95,96.25,117.3,16.76
2012-07-12,1334.76,18.33,95.22,116.13,16.35
2012-07-13,1356.78,16.74,91.1,119.13,17.05
2012-07-16,1353.64,17.11,94.21,115.09,16.65
2012-07-17,1363.67,16.48,93.49,117.22,16.48
2012-07-18,1372.78,16.16,94.03,116.59,16.65
2012-07-19,1376.51,15.45,93.73,114.19,16.35
2012-07-20,1362.66,16.27,100.61,116.52,16.68
2012-07-23,1350.52,18.62,107.32,120.26,15.07
2012-07-24,1338.31,20.47,111.65,119.13,15.15
2012-07-25,1337.89,19.34,106.53,118.58,14.06
2012-07-26,1360.02,17.53,98.59,116.92,15.03
2012-07-27,1385.97,16.7,93.08,114.4,16.08
2012-07-30,1385.3,18.03,94.74,114.86,16.06
2012-07-31,1379.32,18.93,96.11,113.99,13.53
2012-08-01,1375.14,18.96,94.23,114.59,13.54
2012-08-02,1365.0,17.57,89.63,114.35,13.58
2012-08-03,1390.99,15.64,84.5,120.25,15.04
2012-08-06,1394.23,15.95,84.47,114.79,14.66
2012-08-07,1401.35,15.99,86.87,113.55,14.74
2012-08-08,1402.22,15.32,85.18,115.36,14.45
2012-08-09,1402.8,15.28,83.91,119.84,14.45
2012-08-10,1405.87,14.74,84.83,117.89,14.38
2012-08-13,1404.11,13.7,89.58,121.65,13.32
2012-08-14,1403.93,14.85,94.33,122.05,13.3
2012-08-15,1405.53,14.63,97.95,119.89,13.1
2012-08-16,1415.51,14.29,95.65,121.94,13.11
2012-08-17,1418.16,13.45,95.02,123.79,13.08
2012-08-20,1418.13,14.02,96.64,125.84,12.63
2012-08-21,1413.17,15.02,97.41,129.99,12.22
2012-08-22,1413.49,15.11,99.14,125.32,11.83
2012-08-23,1402.08,15.96,98.4,122.41,12.14
2012-08-24,1411.13,15.18,94.99,123.74,10.99
2012-08-27,1410.44,16.35,94.89,121.53,8.87
2012-08-28,1409.3,16.49,94.43,120.28,8.87
2012-08-29,1410.49,17.06,94.71,120.55,8.67
2012-08-30,1399.48,17.83,96.33,119.0,9.03
2012-08-31,1406.58,17.47,93.3,120.78,8.79
2012-08-31,1406.58,17.47,93.3,120.78,8.79
2012-09-04,1404.94,17.98,93.71,119.59,5.76
2012-09-05,1403.44,17.74,90.15,120.49,5.71
2012-09-06,1432.12,15.6,83.65,119.31,8.81
2012-09-07,1437.92,14.38,82.24,120.7,8.93
2012-09-10,1429.08,16.28,92.77,122.37,9.15
2012-09-11,1433.56,16.41,92.39,122.82,9.17
2012-09-12,1436.56,15.8,93.94,123.38,9.21
2012-09-13,1459.99,14.05,87.81,115.69,10.77
2012-09-14,1465.77,14.51,93.04,117.26,10.84
2012-09-17,1461.19,14.59,92.95,122.69,10.6
2012-09-18,1459.32,14.18,90.13,127.38,10.59
2012-09-19,1461.05,13.88,88.61,122.44,10.6
2012-09-20,1460.26,14.07,88.72,128.03,10.55
2012-09-21,1460.15,13.98,87.9,130.6,10.55
2012-09-24,1456.89,14.15,85.88,129.12,10.21
2012-09-25,1441.59,15.43,92.79,125.45,10.69
2012-09-26,1433.32,16.81,95.05,124.06,10.85
2012-09-27,1447.15,14.84,88.24,127.56,11.3
2012-09-28,1440.67,15.73,90.49,125.87,11.46
2012-10-01,1444.49,16.32,92.51,128.17,11.19
2012-10-02,1445.75,15.71,90.25,127.1,11.1
2012-10-03,1450.99,15.43,87.56,125.4,11.19
2012-10-04,1461.4,14.55,83.51,120.39,11.47
2012-10-05,1460.93,14.33,83.1,123.85,9.17
2012-10-08,1455.88,15.11,85.85,122.06,9.12
2012-10-09,1441.48,16.37,88.53,121.21,9.54
2012-10-10,1432.56,16.29,94.36,120.46,9.75
2012-10-11,1432.84,15.59,90.74,120.83,9.71
2012-10-12,1428.59,16.14,91.87,120.97,8.03
2012-10-15,1440.13,15.27,92.92,122.45,8.41
2012-10-16,1454.92,15.22,90.31,122.52,9.02
2012-10-17,1460.91,15.07,85.6,124.95,9.14
2012-10-18,1457.34,15.03,86.51,124.58,9.16
2012-10-19,1433.19,17.06,92.63,125.39,10.97
2012-10-22,1433.82,16.62,92.48,122.99,10.97
2012-10-23,1413.11,18.83,99.66,120.16,12.01
2012-10-24,1408.75,18.33,96.39,119.33,11.45
2012-10-25,1412.97,18.12,91.86,120.89,11.34
2012-10-26,1411.94,17.81,89.43,119.31,10.89
2012-10-26,1411.94,17.81,89.43,119.31,10.89
2012-10-26,1411.94,17.81,89.43,119.31,10.89
2012-10-31,1412.16,18.6,90.23,115.04,10.73
2012-11-01,1427.59,16.69,81.7,117.85,11.39
2012-11-02,1414.2,17.59,87.84,115.78,11.84
2012-11-05,1417.26,18.42,90.75,115.52,11.78
2012-11-06,1428.39,17.58,87.56,116.34,11.78
2012-11-07,1394.53,19.08,94.75,116.1,14.34
2012-11-08,1377.51,18.49,93.39,116.69,14.9
2012-11-09,1379.85,18.61,94.02,115.4,14.5
2012-11-12,1380.03,16.68,90.54,114.23,14.33
2012-11-13,1374.53,16.65,87.84,114.81,14.4
2012-11-14,1355.49,17.92,94.66,113.23,15.18
2012-11-15,1353.33,17.99,94.54,113.65,14.93
2012-11-16,1359.88,16.41,90.27,115.85,14.61
2012-11-19,1386.89,15.24,88.43,113.46,16.08
2012-11-20,1387.81,15.08,85.93,117.25,16.06
2012-11-21,1391.03,15.31,85.85,116.62,14.9
2012-11-21,1391.03,15.31,85.85,116.62,14.9
2012-11-23,1409.15,15.14,82.86,117.82,15.48
2012-11-26,1406.29,15.5,82.45,116.96,14.67
2012-11-27,1398.94,15.92,84.17,116.65,14.74
2012-11-28,1409.93,15.51,80.39,116.12,14.91
2012-11-29,1415.95,15.06,78.42,117.35,14.98
2012-11-30,1416.18,15.87,78.59,117.07,14.98
2012-12-03,1409.46,16.64,84.07,115.98,14.53
2012-12-04,1407.05,17.12,86.18,115.31,14.17
2012-12-05,1409.28,16.46,82.98,114.55,14.16
2012-12-06,1413.94,16.58,84.15,115.74,13.96
2012-12-07,1418.07,15.9,80.74,115.23,11.38
2012-12-10,1418.55,16.05,81.56,114.77,10.57
2012-12-11,1427.84,15.57,78.7,115.92,10.82
2012-12-12,1428.48,15.95,83.02,116.49,10.82
2012-12-13,1419.45,16.56,86.74,116.24,10.94
2012-12-14,1413.58,17.0,86.39,118.92,9.85
2012-12-17,1430.36,16.34,82.1,118.06,10.63
2012-12-18,1446.79,15.57,79.36,117.86,11.19
2012-12-19,1435.81,17.36,83.33,120.76,9.26
2012-12-20,1443.69,17.67,83.06,124.47,9.46
2012-12-21,1430.15,17.84,87.7,127.08,9.97
2012-12-24,1426.66,18.59,89.27,124.47,9.13
2012-12-24,1426.66,18.59,89.27,124.47,9.13
2012-12-26,1419.83,19.48,92.17,122.18,9.2
2012-12-27,1418.1,19.47,90.89,119.6,9.06
