Date,VIX,VXN NASDAQ
2009-03,43.61,42.81
2009-03,41.18,40.77
2009-03,42.36,41.25
2009-03,43.74,43.54
2009-03,40.8,40.36
2009-03,40.06,39.8
2009-03,43.68,42.46
2009-03,45.89,44.66
2009-03,43.23,42.01
2009-03,42.93,42.17
2009-03,42.25,41.35
2009-03,40.36,40.58
2009-03,41.04,41.45
2009-03,45.54,44.87
2009-03,44.14,44.2
2009-04,42.28,42.48
2009-04,42.04,42.29
2009-04,39.7,40.6
2009-04,40.93,41.56
2009-04,40.39,41.07
2009-04,38.85,40.5
2009-04,36.53,38.23
2009-04,,
2009-04,37.81,39.34
2009-04,37.67,39.43
2009-04,36.17,38.31
2009-04,35.79,36.8
2009-04,33.94,35.29
2009-04,39.18,39.71
2009-04,37.14,38.44
2009-04,38.1,39.24
2009-04,37.15,37.95
2009-04,36.82,36.8
2009-04,38.32,38.79
2009-04,37.95,38.53
2009-04,36.08,36.96
2009-04,36.5,36.64
2009-05,35.3,35.05
2009-05,34.53,35.05
2009-05,33.36,33.42
2009-05,32.45,33.28
2009-05,33.44,34.47
2009-05,32.05,33.67
2009-05,32.87,34.29
2009-05,31.8,33.09
2009-05,33.65,34.98
2009-05,31.37,32.64
2009-05,33.12,33.14
2009-05,30.24,30.22
2009-05,28.8,29.56
2009-05,29.03,29.9
2009-05,31.35,31.2
2009-05,32.63,31.87
2009-05,,
2009-05,30.62,31.23
2009-05,32.36,32.16
2009-05,31.67,31.52
2009-05,28.92,29.44
2009-06,30.04,30.72
2009-06,29.63,30.61
2009-06,31.02,31.45
2009-06,30.18,31.06
2009-06,29.62,30.71
2009-06,29.77,31.18
2009-06,28.27,29.69
2009-06,28.46,29.77
2009-06,28.11,29.73
2009-06,28.15,29.21
2009-06,30.81,32.54
2009-06,32.68,32.32
2009-06,31.54,31.47
2009-06,30.03,30.03
2009-06,27.99,28.3
2009-06,31.17,31.41
2009-06,30.58,30.69
2009-06,29.05,29.03
2009-06,26.36,27.25
2009-06,25.93,26.53
2009-06,25.35,26.47
2009-06,26.35,26.69
2009-07,26.22,26.86
2009-07,27.95,28.07
2009-07,,
2009-07,29.0,29.25
2009-07,30.85,31.2
2009-07,31.3,31.07
2009-07,29.78,30.0
2009-07,29.02,29.33
2009-07,26.31,26.61
2009-07,25.02,26.03
2009-07,25.89,25.28
2009-07,25.42,24.8
2009-07,24.34,24.28
2009-07,24.4,24.79
2009-07,23.87,24.68
2009-07,23.47,24.99
2009-07,23.43,25.87
2009-07,23.09,24.67
2009-07,24.28,25.65
2009-07,25.01,25.35
2009-07,25.61,26.22
2009-07,25.4,26.63
2009-07,25.92,26.16
2009-08,25.56,26.28
2009-08,24.89,25.17
2009-08,24.9,25.5
2009-08,25.67,26.36
2009-08,24.76,25.02
2009-08,24.99,25.66
2009-08,25.99,26.11
2009-08,25.45,25.68
2009-08,24.71,25.09
2009-08,24.27,25.24
2009-08,27.89,27.59
2009-08,26.18,26.18
2009-08,26.26,26.21
2009-08,25.09,24.97
2009-08,25.01,24.69
2009-08,25.14,25.27
2009-08,24.92,25.13
2009-08,24.95,25.6
2009-08,24.68,25.01
2009-08,24.76,24.93
2009-08,26.01,27.17
2009-09,29.15,29.31
2009-09,28.9,29.38
2009-09,27.1,28.1
2009-09,25.26,25.85
2009-09,,
2009-09,25.62,26.43
2009-09,24.32,25.77
2009-09,23.55,24.83
2009-09,24.15,25.29
2009-09,23.86,24.93
2009-09,23.42,24.61
2009-09,23.69,24.02
2009-09,23.65,24.26
2009-09,23.92,24.69
2009-09,24.06,24.92
2009-09,23.08,24.08
2009-09,23.49,24.47
2009-09,24.95,25.9
2009-09,25.61,25.77
2009-09,24.88,26.21
2009-09,25.19,26.11
2009-09,25.61,26.5
2009-10,28.27,28.95
2009-10,28.68,29.02
2009-10,26.84,28.23
2009-10,25.7,26.87
2009-10,24.68,25.88
2009-10,24.18,25.68
2009-10,23.12,24.18
2009-10,23.01,23.78
2009-10,22.99,23.84
2009-10,22.86,23.51
2009-10,21.72,22.51
2009-10,21.43,22.22
2009-10,21.49,22.11
2009-10,20.9,21.62
2009-10,22.22,23.14
2009-10,20.69,21.58
2009-10,22.27,22.62
2009-10,24.31,24.52
2009-10,24.83,25.4
2009-10,27.91,28.27
2009-10,24.76,25.4
2009-10,30.69,29.81
2009-11,29.78,29.88
2009-11,28.81,28.88
2009-11,27.72,27.89
2009-11,25.43,25.84
2009-11,24.19,24.6
2009-11,23.15,23.55
2009-11,22.84,23.39
2009-11,23.04,23.06
2009-11,24.24,24.05
2009-11,23.36,22.92
2009-11,22.89,23.13
2009-11,22.41,22.14
2009-11,21.63,22.03
2009-11,22.63,23.3
2009-11,22.19,22.49
2009-11,21.16,22.03
2009-11,20.47,21.5
2009-11,20.48,21.32
2009-11,,
2009-11,24.85,25.41
2009-11,24.51,24.73
2009-12,21.92,23.28
2009-12,21.12,22.58
2009-12,22.46,24.0
2009-12,21.25,23.1
2009-12,22.1,23.69
2009-12,23.69,24.8
2009-12,22.66,23.28
2009-12,22.32,23.13
2009-12,21.59,22.38
2009-12,21.15,22.03
2009-12,21.49,22.46
2009-12,20.54,21.95
2009-12,22.51,22.84
2009-12,21.68,21.78
2009-12,20.49,20.82
2009-12,19.54,19.7
2009-12,19.71,19.67
2009-12,19.47,19.47
2009-12,,
2009-12,19.93,20.45
2009-12,20.01,20.43
2009-12,19.96,20.52
2009-12,21.68,21.65
2010-01,,
2010-01,20.04,21.2
2010-01,19.35,20.5
2010-01,19.16,20.21
2010-01,19.06,19.99
2010-01,18.13,18.92
2010-01,17.55,18.47
2010-01,18.25,19.29
2010-01,17.85,18.4
2010-01,17.63,18.2
2010-01,17.91,18.73
2010-01,,
2010-01,17.58,18.74
2010-01,18.68,20.01
2010-01,22.27,23.19
2010-01,27.31,28.37
2010-01,25.41,27.04
2010-01,24.55,25.47
2010-01,23.14,24.21
2010-01,23.73,24.91
2010-01,24.62,25.8
2010-02,22.59,24.33
2010-02,21.48,23.01
2010-02,21.6,22.34
2010-02,26.08,25.99
2010-02,26.11,25.96
2010-02,26.51,26.92
2010-02,26.0,25.58
2010-02,25.4,25.23
2010-02,23.96,23.43
2010-02,22.73,22.97
2010-02,,
2010-02,22.25,21.92
2010-02,21.72,21.4
2010-02,20.63,20.65
2010-02,20.02,20.81
2010-02,19.94,20.43
2010-02,21.37,21.55
2010-02,20.27,20.63
2010-02,20.1,20.52
2010-02,19.5,19.78
2010-03,19.26,19.59
2010-03,19.06,19.51
2010-03,18.83,19.35
2010-03,18.72,19.1
2010-03,17.42,17.92
2010-03,17.79,18.67
2010-03,17.92,18.76
2010-03,18.57,19.08
2010-03,18.06,19.09
2010-03,17.58,19.14
2010-03,18.0,19.05
2010-03,17.69,18.31
2010-03,16.91,17.56
2010-03,16.62,17.24
2010-03,16.97,17.87
2010-03,16.87,18.03
2010-03,16.35,17.43
2010-03,17.55,18.01
2010-03,18.4,18.82
2010-03,17.77,18.67
2010-03,17.59,18.6
2010-03,17.13,18.23
2010-03,17.59,18.32
2010-04,17.47,18.76
2010-04,,
2010-04,17.02,18.52
2010-04,16.23,17.83
2010-04,16.62,17.7
2010-04,16.48,17.29
2010-04,16.14,16.54
2010-04,15.58,16.37
2010-04,16.2,15.97
2010-04,15.59,16.02
2010-04,15.89,16.54
2010-04,18.36,17.78
2010-04,17.34,17.89
2010-04,15.73,16.43
2010-04,16.32,16.3
2010-04,16.47,16.83
2010-04,16.62,16.6
2010-04,17.47,17.81
2010-04,22.81,17.81
2010-04,21.08,20.51
2010-04,18.44,18.96
2010-04,22.05,22.06
2010-05,20.19,21.16
2010-05,23.84,26.09
2010-05,24.91,26.32
2010-05,32.8,31.25
2010-05,40.95,41.52
2010-05,28.84,30.36
2010-05,28.32,29.59
2010-05,25.52,27.0
2010-05,26.68,28.05
2010-05,31.24,31.55
2010-05,30.84,31.78
2010-05,33.55,35.48
2010-05,35.32,37.79
2010-05,45.79,46.63
2010-05,40.1,42.81
2010-05,38.32,39.84
2010-05,34.61,36.28
2010-05,35.02,36.32
2010-05,29.68,30.3
2010-05,32.07,31.61
2010-05,,
2010-06,35.54,36.23
2010-06,30.17,31.0
2010-06,29.46,29.38
2010-06,35.48,34.16
2010-06,36.57,37.29
2010-06,33.7,35.22
2010-06,33.73,34.82
2010-06,30.57,31.3
2010-06,28.79,28.8
2010-06,28.58,28.94
2010-06,25.87,26.37
2010-06,25.92,25.92
2010-06,25.05,25.15
2010-06,23.95,24.15
2010-06,24.88,25.57
2010-06,27.05,26.83
2010-06,26.91,26.57
2010-06,29.74,29.09
2010-06,28.53,28.58
2010-06,29.0,29.37
2010-06,34.13,35.02
2010-06,34.54,35.14
2010-07,32.86,34.56
2010-07,30.12,32.19
2010-07,,
2010-07,29.65,31.65
2010-07,26.84,28.06
2010-07,25.71,27.05
2010-07,24.98,25.99
2010-07,24.43,25.5
2010-07,24.56,25.37
2010-07,24.89,25.96
2010-07,25.14,26.57
2010-07,26.25,26.87
2010-07,25.97,27.25
2010-07,23.93,25.21
2010-07,25.64,26.7
2010-07,24.63,25.22
2010-07,23.47,24.16
2010-07,22.73,24.11
2010-07,23.19,24.33
2010-07,24.25,25.03
2010-07,24.13,25.18
2010-07,23.5,24.52
2010-08,22.01,23.48
2010-08,22.63,23.61
2010-08,22.21,23.22
2010-08,22.1,23.27
2010-08,21.74,22.84
2010-08,22.14,22.97
2010-08,22.37,23.56
2010-08,25.39,26.9
2010-08,25.73,27.63
2010-08,26.24,28.07
2010-08,26.1,27.08
2010-08,24.33,25.92
2010-08,24.59,25.98
2010-08,26.44,26.9
2010-08,25.49,25.76
2010-08,25.66,26.49
2010-08,27.46,28.47
2010-08,26.7,27.77
2010-08,27.37,28.88
2010-08,24.45,26.31
2010-08,27.21,27.89
2010-08,26.05,27.45
2010-09,23.89,24.93
2010-09,23.19,23.93
2010-09,21.31,21.95
2010-09,,
2010-09,23.8,23.99
2010-09,23.25,23.53
2010-09,22.81,23.29
2010-09,21.99,22.98
2010-09,21.21,22.32
2010-09,21.56,21.63
2010-09,22.1,22.15
2010-09,21.72,21.81
2010-09,22.01,22.26
2010-09,21.5,22.43
2010-09,22.35,23.26
2010-09,22.51,23.63
2010-09,23.87,24.26
2010-09,21.71,22.72
2010-09,22.54,23.64
2010-09,22.6,23.86
2010-09,23.25,24.48
2010-09,23.7,24.96
2010-10,22.5,23.98
2010-10,23.53,25.16
2010-10,21.76,23.43
2010-10,21.49,23.53
2010-10,21.56,23.06
2010-10,20.71,21.98
2010-10,18.96,20.4
2010-10,18.93,20.54
2010-10,19.07,20.47
2010-10,19.88,20.63
2010-10,19.03,20.44
2010-10,19.09,21.25
2010-10,20.63,21.91
2010-10,19.79,21.65
2010-10,19.27,21.18
2010-10,18.78,20.42
2010-10,19.85,21.48
2010-10,20.22,21.81
2010-10,20.71,21.57
2010-10,20.88,21.65
2010-10,21.2,22.24
2010-11,21.83,22.92
2010-11,21.57,22.88
2010-11,19.56,20.41
2010-11,18.52,19.54
2010-11,18.26,18.67
2010-11,18.29,18.7
2010-11,19.08,18.99
2010-11,18.47,19.46
2010-11,18.64,19.37
2010-11,20.61,22.55
2010-11,20.2,21.69
2010-11,22.58,23.73
2010-11,21.76,23.25
2010-11,18.75,20.26
2010-11,18.04,19.78
2010-11,18.37,19.73
2010-11,20.63,21.77
2010-11,19.56,20.85
2010-11,,
2010-11,22.22,20.84
2010-11,21.53,23.28
2010-11,23.54,25.39
2010-12,21.36,23.09
2010-12,19.39,21.42
2010-12,18.01,19.77
2010-12,18.02,19.91
2010-12,17.99,20.16
2010-12,17.74,19.7
2010-12,17.25,19.06
2010-12,17.61,18.77
2010-12,17.55,18.26
2010-12,17.61,18.4
2010-12,17.94,18.86
2010-12,17.39,18.25
2010-12,16.11,17.31
2010-12,16.41,17.18
2010-12,16.49,16.83
2010-12,15.45,16.57
2010-12,16.47,17.43
2010-12,,
2010-12,17.67,18.94
2010-12,17.52,18.89
2010-12,17.28,18.27
2010-12,17.52,18.66
2010-12,17.75,19.48
2011-01,17.61,19.07
2011-01,17.38,18.9
2011-01,17.02,18.35
2011-01,17.4,18.41
2011-01,17.14,18.72
2011-01,17.54,18.67
2011-01,16.89,18.07
2011-01,16.24,17.42
2011-01,16.39,17.45
2011-01,15.46,16.49
2011-01,,
2011-01,15.87,16.42
2011-01,17.31,18.43
2011-01,17.99,19.63
2011-01,18.47,20.17
2011-01,17.65,18.83
2011-01,17.59,18.84
2011-01,16.64,17.93
2011-01,16.15,17.83
2011-01,20.04,21.66
2011-01,19.53,21.79
2011-02,17.63,19.96
2011-02,17.3,19.84
2011-02,16.69,19.09
2011-02,15.93,17.91
2011-02,16.28,18.22
2011-02,15.81,17.68
2011-02,15.87,17.72
2011-02,16.09,17.91
2011-02,15.69,17.18
2011-02,15.95,17.46
2011-02,16.37,17.98
2011-02,16.72,18.23
2011-02,16.59,18.22
2011-02,16.43,17.9
2011-02,,
2011-02,20.8,23.39
2011-02,22.13,24.37
2011-02,21.32,23.67
2011-02,19.22,20.64
2011-02,18.35,20.55
2011-03,21.01,22.82
2011-03,20.7,22.74
2011-03,18.6,20.1
2011-03,19.06,20.47
2011-03,20.66,23.22
2011-03,19.82,22.74
2011-03,20.22,23.43
2011-03,21.88,24.27
2011-03,20.08,22.49
2011-03,21.13,23.1
2011-03,24.32,26.79
2011-03,29.4,30.7
2011-03,26.37,28.41
2011-03,24.44,26.6
2011-03,20.61,23.82
2011-03,20.21,22.35
2011-03,19.17,21.96
2011-03,18.0,20.59
2011-03,17.91,20.78
2011-03,19.44,22.23
2011-03,18.16,21.34
2011-03,17.71,20.38
2011-03,17.74,19.74
2011-04,17.4,19.41
2011-04,17.5,20.05
2011-04,17.25,19.46
2011-04,16.9,19.32
2011-04,17.11,19.34
2011-04,17.87,19.76
2011-04,16.59,19.09
2011-04,17.09,19.39
2011-04,16.92,18.5
2011-04,16.27,17.7
2011-04,15.32,17.48
2011-04,16.96,18.47
2011-04,15.83,16.23
2011-04,15.07,16.49
2011-04,14.69,15.85
2011-04,,
2011-04,15.77,17.22
2011-04,15.62,17.78
2011-04,15.35,17.03
2011-04,14.62,16.2
2011-04,14.75,16.54
2011-05,15.99,18.13
2011-05,16.7,18.62
2011-05,17.08,18.59
2011-05,18.2,19.12
2011-05,18.4,19.26
2011-05,17.16,18.38
2011-05,15.91,17.1
2011-05,16.95,17.41
2011-05,16.03,16.99
2011-05,17.07,18.4
2011-05,18.24,19.5
2011-05,17.55,19.12
2011-05,16.23,17.65
2011-05,15.52,17.06
2011-05,17.43,18.16
2011-05,18.27,19.21
2011-05,17.82,19.4
2011-05,17.07,18.16
2011-05,16.09,17.26
2011-05,15.98,16.87
2011-05,,
2011-05,15.45,16.44
2011-06,18.3,19.24
2011-06,18.09,18.71
2011-06,17.95,18.9
2011-06,18.49,19.58
2011-06,18.07,19.14
2011-06,18.79,19.97
2011-06,17.77,18.88
2011-06,18.86,19.85
2011-06,19.61,20.22
2011-06,18.26,18.74
2011-06,21.32,22.29
2011-06,22.73,24.47
2011-06,21.85,23.58
2011-06,19.99,22.07
2011-06,18.86,20.36
2011-06,18.52,20.2
2011-06,19.29,20.76
2011-06,21.1,22.58
2011-06,20.56,21.96
2011-06,19.17,20.71
2011-06,17.27,18.84
2011-06,16.52,17.86
2011-07,15.87,17.37
2011-07,,
2011-07,16.06,17.76
2011-07,16.34,17.85
2011-07,15.95,17.71
2011-07,15.95,17.45
2011-07,18.39,20.22
2011-07,19.87,21.93
2011-07,19.91,21.82
2011-07,20.8,21.87
2011-07,19.53,20.95
2011-07,20.95,22.48
2011-07,19.21,20.46
2011-07,19.09,21.06
2011-07,17.56,19.71
2011-07,17.52,19.17
2011-07,19.35,20.95
2011-07,20.23,21.58
2011-07,22.98,24.7
2011-07,23.74,25.12
2011-07,25.25,26.08
2011-08,23.66,24.26
2011-08,24.79,25.69
2011-08,23.38,24.73
2011-08,31.66,31.68
2011-08,32.0,33.77
2011-08,48.0,44.74
2011-08,35.06,34.63
2011-08,42.99,41.76
2011-08,39.0,37.85
2011-08,36.36,35.22
2011-08,31.87,30.44
2011-08,32.85,31.55
2011-08,31.58,31.17
2011-08,42.67,41.61
2011-08,43.05,43.47
2011-08,42.44,42.03
2011-08,36.27,35.45
2011-08,35.9,35.65
2011-08,39.76,39.43
2011-08,35.59,34.49
2011-08,32.28,32.11
2011-08,32.89,32.02
2011-08,31.62,31.37
2011-09,31.82,31.36
2011-09,33.92,33.0
2011-09,,
2011-09,37.0,35.86
2011-09,33.38,33.12
2011-09,34.32,33.65
2011-09,38.52,37.99
2011-09,38.59,37.97
2011-09,36.91,36.0
2011-09,34.6,33.36
2011-09,31.97,30.67
2011-09,30.98,29.36
2011-09,32.73,31.42
2011-09,32.86,31.3
2011-09,37.32,34.68
2011-09,41.35,40.25
2011-09,41.25,39.88
2011-09,39.02,39.24
2011-09,37.71,37.65
2011-09,41.08,40.76
2011-09,38.84,41.16
2011-09,42.96,44.98
2011-10,45.45,46.61
2011-10,40.82,42.47
2011-10,37.81,39.12
2011-10,36.27,37.32
2011-10,36.2,37.08
2011-10,33.02,34.48
2011-10,32.86,34.1
2011-10,31.26,32.34
2011-10,30.7,30.3
2011-10,28.24,28.69
2011-10,33.39,32.92
2011-10,31.56,30.48
2011-10,34.44,33.84
2011-10,34.78,34.78
2011-10,31.32,31.42
2011-10,29.26,28.45
2011-10,32.22,31.54
2011-10,29.86,30.47
2011-10,25.46,26.28
2011-10,24.53,25.0
2011-10,29.96,28.82
2011-11,34.77,33.49
2011-11,32.74,32.03
2011-11,30.5,29.3
2011-11,30.16,29.35
2011-11,29.85,28.83
2011-11,27.48,27.31
2011-11,36.16,34.61
2011-11,32.81,32.67
2011-11,30.04,29.35
2011-11,31.13,30.73
2011-11,31.22,30.04
2011-11,33.51,31.94
2011-11,34.51,34.34
2011-11,32.0,31.83
2011-11,32.91,32.93
2011-11,31.97,31.07
2011-11,33.98,33.07
2011-11,,
2011-11,34.47,33.04
2011-11,32.13,31.56
2011-11,30.64,31.06
2011-11,27.8,27.77
2011-12,27.41,27.2
2011-12,27.52,27.69
2011-12,27.84,27.89
2011-12,28.13,27.94
2011-12,28.67,28.45
2011-12,30.59,30.0
2011-12,26.38,25.99
2011-12,25.67,24.56
2011-12,25.41,25.29
2011-12,26.04,26.08
2011-12,25.11,24.79
2011-12,24.29,23.48
2011-12,24.92,24.15
2011-12,23.22,22.5
2011-12,21.43,22.29
2011-12,21.16,21.89
2011-12,20.73,21.37
2011-12,,
2011-12,21.91,22.49
2011-12,23.52,23.54
2011-12,22.65,23.07
2011-12,23.4,23.13
2012-01,,
2012-01,22.97,23.02
2012-01,22.22,21.98
2012-01,21.48,21.4
2012-01,20.63,20.52
2012-01,21.07,21.22
2012-01,20.69,20.93
2012-01,21.05,21.18
2012-01,20.47,20.79
2012-01,20.91,21.38
2012-01,,
2012-01,22.2,22.21
2012-01,20.89,21.29
2012-01,19.87,20.27
2012-01,18.28,18.97
2012-01,18.67,19.42
2012-01,18.91,19.74
2012-01,18.31,19.36
2012-01,18.57,19.56
2012-01,18.53,19.31
2012-01,19.4,19.75
2012-01,19.44,19.89
2012-02,18.55,19.04
2012-02,17.98,18.89
2012-02,17.1,18.21
2012-02,17.76,18.65
2012-02,17.65,18.75
2012-02,18.16,18.99
2012-02,18.63,18.9
2012-02,20.79,20.94
2012-02,19.04,19.6
2012-02,19.54,20.18
2012-02,21.14,22.35
2012-02,19.22,20.89
2012-02,17.78,19.76
2012-02,,
2012-02,18.19,19.92
2012-02,18.19,19.72
2012-02,16.8,18.41
2012-02,17.31,18.27
2012-02,18.19,19.42
2012-02,17.96,19.55
2012-02,18.43,19.83
2012-03,17.26,18.68
2012-03,17.29,18.23
2012-03,18.05,19.57
2012-03,20.87,21.42
2012-03,19.07,20.42
2012-03,17.95,19.05
2012-03,17.11,18.11
2012-03,15.64,16.71
2012-03,14.8,16.44
2012-03,15.31,17.59
2012-03,15.42,17.25
2012-03,14.47,16.47
2012-03,15.04,16.55
2012-03,15.58,16.35
2012-03,15.13,16.23
2012-03,15.57,16.83
2012-03,14.82,16.57
2012-03,14.26,15.92
2012-03,15.59,17.02
2012-03,15.47,17.28
2012-03,15.48,17.27
2012-03,15.5,17.19
2012-04,15.64,16.7
2012-04,15.66,16.82
2012-04,16.44,17.95
2012-04,16.7,17.96
2012-04,,
2012-04,18.81,20.18
2012-04,20.39,21.59
2012-04,20.02,21.3
2012-04,17.2,19.34
2012-04,19.55,21.44
2012-04,19.55,22.57
2012-04,18.46,20.63
2012-04,18.64,21.26
2012-04,18.36,20.99
2012-04,17.44,20.17
2012-04,18.97,21.31
2012-04,18.1,21.03
2012-04,16.82,18.47
2012-04,16.24,17.83
2012-04,16.32,17.52
2012-04,17.15,18.77
2012-05,16.6,18.66
2012-05,16.88,18.41
2012-05,17.56,19.19
2012-05,19.16,21.1
2012-05,18.94,21.06
2012-05,19.05,21.28
2012-05,20.08,21.98
2012-05,18.83,21.33
2012-05,19.89,21.79
2012-05,21.87,23.48
2012-05,21.97,23.59
2012-05,22.27,24.17
2012-05,24.49,26.5
2012-05,25.1,27.55
2012-05,22.01,24.3
2012-05,22.48,24.52
2012-05,22.33,24.09
2012-05,21.54,24.2
2012-05,21.76,23.99
2012-05,,
2012-05,21.03,23.33
2012-05,24.14,25.35
2012-05,24.06,25.89
2012-06,26.66,28.63
2012-06,26.12,28.17
2012-06,24.68,26.39
2012-06,22.16,23.75
2012-06,21.72,23.81
2012-06,21.23,22.55
2012-06,23.56,24.6
2012-06,22.09,23.15
2012-06,24.27,24.52
2012-06,21.68,24.02
2012-06,21.11,21.86
2012-06,18.32,19.64
2012-06,18.38,19.2
2012-06,17.24,17.81
2012-06,20.08,20.78
2012-06,18.11,19.12
2012-06,20.38,21.28
2012-06,19.72,20.87
2012-06,19.45,20.68
2012-06,19.71,21.51
2012-06,17.08,18.65
2012-07,16.8,18.55
2012-07,16.66,18.56
2012-07,,
2012-07,17.5,18.43
2012-07,17.1,18.65
2012-07,17.98,19.6
2012-07,18.72,20.67
2012-07,17.95,20.34
2012-07,18.33,20.97
2012-07,16.74,19.09
2012-07,17.11,19.54
2012-07,16.48,18.91
2012-07,16.16,18.3
2012-07,15.45,17.49
2012-07,16.27,18.2
2012-07,18.62,20.61
2012-07,20.47,22.83
2012-07,19.34,21.44
2012-07,17.53,20.11
2012-07,16.7,18.58
2012-07,18.03,19.74
2012-07,18.93,20.3
2012-08,18.96,20.19
2012-08,17.57,19.08
2012-08,15.64,17.46
2012-08,15.95,17.57
2012-08,15.99,17.41
2012-08,15.32,16.97
2012-08,15.28,16.41
2012-08,14.74,15.89
2012-08,13.7,14.48
2012-08,14.85,15.4
2012-08,14.63,14.77
2012-08,14.29,14.81
2012-08,13.45,13.79
2012-08,14.02,14.62
2012-08,15.02,15.36
2012-08,15.11,15.58
2012-08,15.96,16.68
2012-08,15.18,16.6
2012-08,16.35,17.19
2012-08,16.49,17.64
2012-08,17.06,18.11
2012-08,17.83,19.03
2012-08,17.47,18.35
2012-09,,
2012-09,17.98,19.09
2012-09,17.74,19.02
2012-09,15.6,17.01
2012-09,14.38,15.44
2012-09,16.28,17.8
2012-09,16.41,18.01
2012-09,15.8,17.18
2012-09,14.05,16.15
2012-09,14.51,15.89
2012-09,14.59,15.79
2012-09,14.18,15.05
2012-09,13.88,14.84
2012-09,14.07,14.58
2012-09,13.98,14.44
2012-09,14.15,15.34
2012-09,15.43,16.7
2012-09,16.81,17.94
2012-09,14.84,16.45
2012-09,15.73,17.01
2012-10,16.32,17.75
2012-10,15.71,17.3
2012-10,15.43,16.76
2012-10,14.55,16.65
2012-10,14.33,16.48
2012-10,15.11,17.52
2012-10,16.37,18.87
2012-10,16.29,18.48
2012-10,15.59,18.33
2012-10,16.14,17.84
2012-10,15.27,17.55
2012-10,15.22,17.17
2012-10,15.07,16.89
2012-10,15.03,17.61
2012-10,17.06,20.05
2012-10,16.62,19.2
2012-10,18.83,20.66
2012-10,18.33,21.67
2012-10,18.12,20.28
2012-10,17.81,19.58
2012-10,,
2012-10,,
2012-10,18.6,20.33
2012-11,16.69,18.44
2012-11,17.59,19.95
2012-11,18.42,19.54
2012-11,17.58,19.1
2012-11,19.08,20.42
2012-11,18.49,20.14
2012-11,18.61,19.41
2012-11,16.68,18.62
2012-11,16.65,19.05
2012-11,17.92,19.5
2012-11,17.99,19.23
2012-11,16.41,18.13
2012-11,15.24,15.92
2012-11,15.08,16.18
2012-11,15.31,16.21
2012-11,,
2012-11,15.14,16.21
2012-11,15.5,16.81
2012-11,15.92,16.9
2012-11,15.51,16.75
2012-11,15.06,16.4
2012-11,15.87,16.96
2012-12,16.64,17.69
2012-12,17.12,18.37
2012-12,16.46,18.63
2012-12,16.58,18.49
2012-12,15.9,18.35
2012-12,16.05,18.74
2012-12,15.57,17.96
2012-12,15.95,18.58
2012-12,16.56,19.47
2012-12,17.0,20.19
2012-12,16.34,19.47
2012-12,15.57,18.63
2012-12,17.36,19.27
2012-12,17.67,19.32
2012-12,17.84,20.16
2012-12,17.84,20.15
2012-12,,
2012-12,19.48,21.18
2012-12,19.47,21.57
2012-12,22.72,23.32
2012-12,18.02,20.56
2013-01,,
2013-01,14.68,16.95
2013-01,14.56,17.11
2013-01,13.83,15.51
2013-01,13.79,16.55
2013-01,13.62,16.43
2013-01,13.81,16.08
2013-01,13.49,16.08
2013-01,13.36,15.87
2013-01,13.52,16.13
2013-01,13.55,16.12
2013-01,13.42,15.32
2013-01,13.57,15.07
2013-01,12.46,14.17
2013-01,,
2013-01,12.43,14.08
2013-01,12.46,14.28
2013-01,12.69,14.17
2013-01,12.89,14.06
2013-01,13.57,14.39
2013-01,13.31,14.02
2013-01,14.32,14.38
2013-01,14.28,14.83
2013-02,12.9,13.89
2013-02,14.67,15.73
2013-02,13.72,14.83
2013-02,13.41,14.02
2013-02,13.5,14.77
2013-02,13.02,14.14
2013-02,12.94,14.11
2013-02,12.64,13.06
2013-02,12.98,14.41
2013-02,12.66,13.66
2013-02,12.46,13.47
2013-02,,
2013-02,12.31,13.42
2013-02,14.68,15.28
2013-02,15.22,16.49
2013-02,14.17,15.68
2013-02,18.99,19.35
2013-02,16.87,17.91
2013-02,14.73,16.34
2013-02,15.51,16.3
2013-03,15.36,15.64
2013-03,14.01,15.39
2013-03,13.48,14.6
2013-03,13.53,14.6
2013-03,13.06,14.23
2013-03,12.59,13.72
2013-03,11.56,12.41
2013-03,12.27,12.84
2013-03,11.83,12.65
2013-03,11.3,12.33
2013-03,11.3,12.03
2013-03,13.36,13.69
2013-03,14.39,14.45
2013-03,12.67,13.42
2013-03,13.99,14.24
2013-03,13.57,13.88
2013-03,13.74,14.35
2013-03,12.77,13.42
2013-03,13.15,13.57
2013-03,12.7,13.28
2013-03,,
2013-04,13.58,14.48
2013-04,12.78,14.02
2013-04,14.21,14.94
2013-04,13.89,15.26
2013-04,13.92,15.52
2013-04,13.19,14.89
2013-04,12.84,14.46
2013-04,12.36,13.71
2013-04,12.24,14.09
2013-04,12.06,13.88
2013-04,17.27,17.16
2013-04,13.96,15.72
2013-04,16.51,18.2
2013-04,17.56,18.75
2013-04,14.97,17.17
2013-04,14.39,16.13
2013-04,13.48,15.72
2013-04,13.61,15.4
2013-04,13.62,15.32
2013-04,13.61,15.48
2013-04,13.71,15.32
2013-04,13.52,15.34
2013-05,14.49,16.0
2013-05,13.59,15.19
2013-05,12.85,14.66
2013-05,12.66,14.6
2013-05,12.83,14.27
2013-05,12.66,14.49
2013-05,13.13,14.49
2013-05,12.59,14.34
2013-05,12.55,14.59
2013-05,12.77,14.78
2013-05,12.81,13.88
2013-05,13.07,13.72
2013-05,12.45,13.3
