Date,VIX,VXN NASDAQ,High Yield Spread
2007-11-08,26.16,29.61,4.91
2007-11-09,28.5,32.52,5.02
2007-11-12,31.09,34.94,5.02
2007-11-13,24.1,29.71,5.07
2007-11-14,25.94,31.32,5.04
2007-11-15,28.06,32.91,5.25
2007-11-16,25.49,28.79,5.37
2007-11-19,26.01,30.11,5.61
2007-11-20,24.88,29.89,5.71
2007-11-21,26.84,30.55,5.87
2007-11-22,,,5.87
2007-11-23,25.61,30.49,5.8
2007-11-26,28.91,33.43,5.92
2007-11-27,26.28,30.76,5.88
2007-11-28,24.11,28.83,5.73
2007-11-29,23.97,28.27,5.73
2007-11-30,22.87,28.65,5.75
2007-12-03,23.61,29.63,5.82
2007-12-04,23.79,28.85,5.89
2007-12-05,22.53,26.91,5.86
2007-12-06,20.96,24.89,5.78
2007-12-07,20.85,23.75,5.63
2007-12-10,20.74,24.39,5.55
2007-12-11,23.59,26.46,5.68
2007-12-12,22.47,25.97,5.61
2007-12-13,22.56,25.52,5.58
2007-12-14,23.27,25.91,5.54
2007-12-17,24.52,27.89,5.58
2007-12-18,22.64,26.79,5.66
2007-12-19,21.68,24.88,5.71
2007-12-20,20.58,23.15,5.79
2007-12-21,18.47,20.9,5.68
2007-12-24,18.6,21.42,5.65
2007-12-25,,,
2007-12-26,18.66,21.32,5.59
2007-12-27,20.26,22.46,5.64
2007-12-28,20.74,23.63,5.73
2007-12-31,22.5,25.9,5.92
2008-01-01,,,
2008-01-02,23.17,27.14,6.1
2008-01-03,22.49,26.59,6.17
2008-01-04,23.94,28.62,6.36
2008-01-07,23.79,29.39,6.45
2008-01-08,25.43,30.77,6.51
2008-01-09,24.12,28.18,6.73
2008-01-10,23.45,27.78,6.63
2008-01-11,23.68,28.82,6.68
2008-01-14,22.9,28.08,6.66
2008-01-15,23.34,27.48,6.74
2008-01-16,24.38,28.87,6.83
2008-01-17,28.46,31.16,6.99
2008-01-18,27.18,30.23,7.04
2008-01-21,,,7.05
2008-01-22,31.01,35.63,7.39
2008-01-23,29.02,34.02,7.48
2008-01-24,27.78,32.22,7.12
2008-01-25,29.08,33.81,6.99
2008-01-28,27.78,32.56,7.03
2008-01-29,27.32,32.85,6.85
2008-01-30,27.62,31.8,6.78
2008-01-31,26.2,31.08,6.95
2008-02-01,24.02,28.25,6.96
2008-02-04,25.99,30.46,6.92
2008-02-05,28.24,32.44,7.06
2008-02-06,28.97,32.68,7.09
2008-02-07,27.66,31.56,7.1
2008-02-08,28.01,30.08,7.25
2008-02-11,27.6,29.09,7.37
2008-02-12,26.33,28.22,7.37
2008-02-13,24.88,25.35,7.38
2008-02-14,25.54,26.52,7.25
2008-02-15,25.02,26.69,7.3
2008-02-18,,,7.3
2008-02-19,25.59,27.99,7.25
2008-02-20,24.4,27.09,7.25
2008-02-21,25.12,26.92,7.35
2008-02-22,24.06,26.3,7.35
2008-02-25,23.03,26.67,7.21
2008-02-26,21.9,25.95,7.17
2008-02-27,22.69,25.06,7.18
2008-02-28,23.53,26.6,7.37
2008-02-29,26.54,28.44,7.67
2008-03-03,26.28,29.47,7.75
2008-03-04,25.52,28.26,7.76
2008-03-05,24.6,27.52,7.68
2008-03-06,27.55,29.99,7.79
2008-03-07,27.49,29.25,7.92
2008-03-10,29.38,31.38,8.08
2008-03-11,26.36,28.56,7.95
2008-03-12,27.22,30.05,8.13
2008-03-13,27.29,29.86,8.27
2008-03-14,31.16,32.01,8.38
2008-03-17,32.24,32.99,8.62
2008-03-18,25.79,28.45,8.39
2008-03-19,29.84,31.28,8.37
2008-03-20,26.62,29.05,8.4
2008-03-21,,,
2008-03-24,25.73,28.69,8.07
2008-03-25,25.72,29.07,7.97
2008-03-26,26.08,29.75,7.99
2008-03-27,25.88,29.55,7.94
2008-03-28,25.71,28.87,7.99
2008-03-31,25.61,29.04,8.21
2008-04-01,22.68,26.56,8.02
2008-04-02,23.43,27.27,7.86
2008-04-03,23.21,26.93,7.78
2008-04-04,22.45,25.6,7.76
2008-04-07,22.42,26.19,7.54
2008-04-08,22.36,26.03,7.58
2008-04-09,22.81,26.61,7.71
2008-04-10,21.98,25.77,7.7
2008-04-11,23.46,27.54,7.76
2008-04-14,23.82,28.28,7.74
2008-04-15,22.78,27.46,7.65
2008-04-16,20.53,25.55,7.46
2008-04-17,20.37,24.2,7.36
2008-04-18,20.13,23.58,7.15
2008-04-21,20.5,24.09,7.13
2008-04-22,20.87,24.54,7.07
2008-04-23,20.26,25.06,7.05
2008-04-24,20.06,23.72,6.92
2008-04-25,19.59,23.34,6.84
2008-04-28,19.64,23.65,6.85
2008-04-29,20.24,23.87,6.86
2008-04-30,20.79,24.41,6.86
2008-05-01,18.88,22.72,6.81
2008-05-02,18.18,21.39,6.64
2008-05-05,18.9,22.43,6.65
2008-05-06,18.21,21.88,6.7
2008-05-07,19.73,23.51,6.72
2008-05-08,19.4,23.18,6.83
2008-05-09,19.41,23.48,6.9
2008-05-12,17.79,22.46,6.9
2008-05-13,17.98,21.5,6.76
2008-05-14,17.66,21.47,6.65
2008-05-15,16.3,20.13,6.69
2008-05-16,16.47,20.0,6.63
2008-05-19,17.01,21.09,6.6
2008-05-20,17.58,21.37,6.68
2008-05-21,18.59,22.96,6.64
2008-05-22,18.05,22.49,6.59
2008-05-23,19.55,23.36,6.7
2008-05-26,,,6.7
2008-05-27,19.64,22.99,6.72
2008-05-28,19.07,22.24,6.61
2008-05-29,18.14,21.28,6.55
2008-05-30,17.83,20.85,6.57
2008-06-02,19.83,22.88,6.67
2008-06-03,20.24,23.89,6.78
2008-06-04,20.8,24.01,6.79
2008-06-05,18.63,22.85,6.63
2008-06-06,23.56,26.04,6.68
2008-06-09,23.12,26.7,6.58
2008-06-10,23.18,26.58,6.49
2008-06-11,24.12,27.32,6.56
2008-06-12,23.33,27.4,6.43
2008-06-13,21.22,25.3,6.39
2008-06-16,20.95,25.02,6.37
2008-06-17,21.13,24.7,6.4
2008-06-18,22.24,25.8,6.53
2008-06-19,21.58,24.8,6.53
2008-06-20,22.87,26.75,6.7
2008-06-23,22.64,27.53,6.76
2008-06-24,22.42,28.14,7.01
2008-06-25,21.14,26.39,7.02
2008-06-26,23.93,29.06,7.27
2008-06-27,23.44,28.67,7.41
2008-06-30,23.95,29.76,7.35
2008-07-01,23.65,28.73,7.48
2008-07-02,25.92,30.92,7.53
2008-07-03,24.79,29.85,7.63
2008-07-04,,,7.63
2008-07-07,25.78,30.38,7.76
2008-07-08,23.15,28.43,7.87
2008-07-09,25.23,30.27,7.82
2008-07-10,25.59,30.45,7.9
2008-07-11,27.49,31.67,7.88
2008-07-14,28.48,33.2,7.89
2008-07-15,28.54,33.01,8.06
2008-07-16,25.1,30.13,8.01
2008-07-17,25.01,29.87,7.79
2008-07-18,24.05,30.49,7.67
2008-07-21,23.05,29.69,7.58
2008-07-22,21.18,27.09,7.6
2008-07-23,21.31,27.44,7.46
2008-07-24,23.44,27.83,7.64
2008-07-25,22.91,26.63,7.6
2008-07-28,24.23,27.74,7.79
2008-07-29,22.03,26.15,7.82
2008-07-30,21.21,25.54,7.81
2008-07-31,22.94,26.24,8.0
2008-08-01,22.57,25.97,8.13
2008-08-04,23.49,27.56,8.14
2008-08-05,21.14,25.65,8.11
2008-08-06,20.23,24.35,8.05
2008-08-07,21.15,24.75,8.16
2008-08-08,20.66,24.24,8.14
2008-08-11,20.12,24.19,8.07
2008-08-12,21.17,24.51,8.11
2008-08-13,21.55,24.57,8.09
2008-08-14,20.34,22.6,8.11
2008-08-15,19.58,22.52,8.12
2008-08-18,20.98,23.59,8.17
2008-08-19,21.28,24.21,8.23
2008-08-20,20.42,23.53,8.3
2008-08-21,19.82,23.15,8.29
2008-08-22,18.81,22.38,8.25
2008-08-25,20.97,24.28,8.32
2008-08-26,20.49,24.03,8.32
2008-08-27,19.76,23.34,8.34
2008-08-28,19.43,23.15,8.29
2008-08-29,20.65,24.02,8.28
2008-09-01,,,8.36
2008-09-02,21.99,26.15,8.42
2008-09-03,21.43,25.74,8.48
2008-09-04,24.03,27.56,8.55
2008-09-05,23.06,26.66,8.55
2008-09-08,22.64,27.42,8.46
2008-09-09,25.47,28.63,8.53
2008-09-10,24.52,27.76,8.55
2008-09-11,24.39,27.31,8.62
2008-09-12,25.66,28.21,8.54
2008-09-15,31.7,32.13,9.05
2008-09-16,30.3,31.0,9.29
2008-09-17,36.22,35.88,9.64
2008-09-18,33.1,32.82,9.83
2008-09-19,32.07,34.26,9.21
2008-09-22,33.85,35.46,9.21
2008-09-23,35.72,36.52,9.39
2008-09-24,35.19,36.4,9.67
2008-09-25,32.82,34.86,9.87
2008-09-26,34.74,36.85,10.25
2008-09-29,46.72,49.56,10.75
2008-09-30,39.39,42.58,10.96
2008-10-01,39.81,42.92,11.24
2008-10-02,45.26,49.53,12.0
2008-10-03,45.14,49.76,12.24
2008-10-06,52.05,55.36,13.07
2008-10-07,53.68,58.51,13.18
2008-10-08,57.53,63.27,13.51
2008-10-09,63.92,69.66,13.91
2008-10-10,69.95,71.58,15.36
2008-10-13,54.99,60.27,15.38
2008-10-14,55.13,62.77,14.5
2008-10-15,69.25,72.93,15.14
2008-10-16,67.61,72.39,15.72
2008-10-17,70.33,71.26,15.95
2008-10-20,52.97,59.65,15.76
2008-10-21,53.11,60.07,15.87
2008-10-22,69.65,70.92,16.05
2008-10-23,67.8,69.84,16.34
2008-10-24,79.13,78.82,16.69
2008-10-27,80.06,79.16,16.81
2008-10-28,66.96,66.2,16.67
2008-10-29,69.96,69.13,16.21
2008-10-30,62.9,63.19,15.91
2008-10-31,59.89,60.3,16.17
2008-11-03,53.68,56.22,16.29
2008-11-04,47.73,51.25,16.18
2008-11-05,54.56,55.43,16.08
2008-11-06,63.68,62.7,16.19
2008-11-07,56.1,55.14,16.31
2008-11-10,59.98,58.44,16.35
2008-11-11,61.44,60.83,16.36
2008-11-12,66.46,64.64,16.84
2008-11-13,59.83,58.03,17.06
2008-11-14,66.31,66.05,17.16
2008-11-17,69.15,68.6,17.43
2008-11-18,67.64,68.31,17.96
2008-11-19,74.26,74.66,18.61
2008-11-20,80.86,80.64,19.48
2008-11-21,72.67,71.2,19.92
2008-11-24,64.7,62.92,19.87
2008-11-25,60.9,59.71,19.86
2008-11-26,54.92,55.26,19.76
2008-11-27,,,19.77
2008-11-28,55.84,56.05,19.78
2008-12-01,68.51,66.35,20.2
2008-12-02,62.98,62.48,20.19
2008-12-03,60.72,61.74,20.39
2008-12-04,63.64,62.59,20.54
2008-12-05,59.93,58.96,20.74
2008-12-08,58.49,57.17,20.62
2008-12-09,58.91,56.59,20.59
2008-12-10,55.73,53.82,20.66
2008-12-11,55.78,52.06,20.92
2008-12-12,54.28,51.91,21.3
2008-12-15,56.76,54.71,21.82
2008-12-16,52.37,50.22,21.44
2008-12-17,49.84,48.04,21.06
2008-12-18,47.34,46.03,20.72
2008-12-19,44.93,43.5,20.43
2008-12-22,44.56,41.91,20.18
2008-12-23,45.02,43.29,19.82
2008-12-24,44.21,43.4,19.79
2008-12-25,,,
2008-12-26,43.38,43.15,19.55
2008-12-29,43.9,43.69,19.25
2008-12-30,41.63,41.67,18.48
2008-12-31,40.0,40.79,18.12
2009-01-01,,,
2009-01-02,39.19,39.11,17.84
2009-01-05,39.08,39.07,17.44
2009-01-06,38.56,39.71,16.68
2009-01-07,43.39,43.52,16.42
2009-01-08,42.56,43.23,16.67
2009-01-09,42.82,43.84,16.65
2009-01-12,45.84,44.46,16.67
2009-01-13,43.27,43.11,16.82
2009-01-14,49.14,47.8,16.86
2009-01-15,51.0,48.33,16.97
2009-01-16,46.11,44.19,16.79
2009-01-19,,,16.81
2009-01-20,56.65,54.45,16.79
2009-01-21,46.42,47.35,16.71
2009-01-22,47.29,45.83,16.69
2009-01-23,47.27,46.6,16.73
2009-01-26,45.69,45.0,16.74
2009-01-27,42.25,43.1,16.76
2009-01-28,39.66,39.17,16.4
2009-01-29,42.63,42.58,16.22
2009-01-30,44.84,44.93,16.22
2009-02-02,45.52,46.47,16.4
2009-02-03,43.06,42.88,16.3
2009-02-04,43.85,42.82,16.15
2009-02-05,43.73,43.3,16.13
2009-02-06,43.37,41.95,16.05
2009-02-09,43.64,43.51,15.98
2009-02-10,46.67,45.86,16.07
2009-02-11,44.53,44.58,16.17
2009-02-12,41.25,41.99,16.27
2009-02-13,42.93,43.11,16.21
2009-02-16,,,16.06
2009-02-17,48.66,47.5,16.45
2009-02-18,48.46,46.68,16.59
2009-02-19,47.08,45.2,16.48
2009-02-20,49.3,47.18,16.76
2009-02-23,52.62,50.06,16.85
2009-02-24,45.49,44.05,17.22
2009-02-25,44.67,43.95,17.17
2009-02-26,44.66,43.87,17.18
2009-02-27,46.35,45.28,17.39
2009-03-02,52.65,50.92,17.84
2009-03-03,50.93,49.36,18.09
2009-03-04,47.56,45.66,18.28
2009-03-05,50.17,48.08,18.59
2009-03-06,49.33,47.99,18.66
2009-03-09,49.68,48.76,18.86
2009-03-10,44.37,43.83,18.71
2009-03-11,43.61,42.81,18.38
2009-03-12,41.18,40.77,18.29
2009-03-13,42.36,41.25,18.04
2009-03-16,43.74,43.54,17.63
2009-03-17,40.8,40.36,17.58
2009-03-18,40.06,39.8,17.97
2009-03-19,43.68,42.46,17.74
2009-03-20,45.89,44.66,17.74
2009-03-23,43.23,42.01,17.56
2009-03-24,42.93,42.17,17.45
2009-03-25,42.25,41.35,17.26
2009-03-26,40.36,40.58,17.09
2009-03-27,41.04,41.45,16.75
2009-03-30,45.54,44.87,16.89
2009-03-31,44.14,44.2,17.03
2009-04-01,42.28,42.48,17.12
2009-04-02,42.04,42.29,16.78
2009-04-03,39.7,40.6,16.53
2009-04-06,40.93,41.56,16.43
2009-04-07,40.39,41.07,16.44
2009-04-08,38.85,40.5,16.36
2009-04-09,36.53,38.23,16.19
2009-04-10,,,
2009-04-13,37.81,39.34,16.16
2009-04-14,37.67,39.43,15.85
2009-04-15,36.17,38.31,15.74
2009-04-16,35.79,36.8,15.44
2009-04-17,33.94,35.29,15.05
2009-04-20,39.18,39.71,15.17
2009-04-21,37.14,38.44,15.35
2009-04-22,38.1,39.24,15.27
2009-04-23,37.15,37.95,15.17
2009-04-24,36.82,36.8,14.87
2009-04-27,38.32,38.79,14.91
2009-04-28,37.95,38.53,14.79
2009-04-29,36.08,36.96,14.46
2009-04-30,36.5,36.64,13.45
2009-05-01,35.3,35.05,13.34
2009-05-04,34.53,35.05,13.23
2009-05-05,33.36,33.42,13.08
2009-05-06,32.45,33.28,12.94
2009-05-07,33.44,34.47,12.54
2009-05-08,32.05,33.67,12.41
2009-05-11,32.87,34.29,12.58
2009-05-12,31.8,33.09,12.64
2009-05-13,33.65,34.98,12.85
2009-05-14,31.37,32.64,12.91
2009-05-15,33.12,33.14,12.91
2009-05-18,30.24,30.22,12.82
2009-05-19,28.8,29.56,12.67
2009-05-20,29.03,29.9,12.45
2009-05-21,31.35,31.2,12.32
2009-05-22,32.63,31.87,12.13
2009-05-25,,,12.15
2009-05-26,30.62,31.23,12.09
2009-05-27,32.36,32.16,11.87
2009-05-28,31.67,31.52,11.74
2009-05-29,28.92,29.44,11.76
2009-06-01,30.04,30.72,11.36
2009-06-02,29.63,30.61,11.19
2009-06-03,31.02,31.45,11.17
2009-06-04,30.18,31.06,11.01
2009-06-05,29.62,30.71,10.7
2009-06-08,29.77,31.18,10.6
2009-06-09,28.27,29.69,10.59
2009-06-10,28.46,29.77,10.42
2009-06-11,28.11,29.73,10.43
2009-06-12,28.15,29.21,10.41
2009-06-15,30.81,32.54,10.4
2009-06-16,32.68,32.32,10.48
2009-06-17,31.54,31.47,10.73
2009-06-18,30.03,30.03,10.74
2009-06-19,27.99,28.3,10.75
2009-06-22,31.17,31.41,10.93
2009-06-23,30.58,30.69,11.03
2009-06-24,29.05,29.03,11.01
2009-06-25,26.36,27.25,11.09
2009-06-26,25.93,26.53,11.09
2009-06-29,25.35,26.47,11.05
2009-06-30,26.35,26.69,10.55
2009-07-01,26.22,26.86,10.5
2009-07-02,27.95,28.07,10.52
2009-07-03,,,10.52
2009-07-06,29.0,29.25,10.61
2009-07-07,30.85,31.2,10.63
2009-07-08,31.3,31.07,10.84
2009-07-09,29.78,30.0,10.79
2009-07-10,29.02,29.33,10.89
2009-07-13,26.31,26.61,10.92
2009-07-14,25.02,26.03,10.76
2009-07-15,25.89,25.28,10.52
2009-07-16,25.42,24.8,10.57
2009-07-17,24.34,24.28,10.41
2009-07-20,24.4,24.79,10.37
2009-07-21,23.87,24.68,10.29
2009-07-22,23.47,24.99,10.18
2009-07-23,23.43,25.87,9.88
2009-07-24,23.09,24.67,9.8
2009-07-27,24.28,25.65,9.66
2009-07-28,25.01,25.35,9.56
2009-07-29,25.61,26.22,9.44
2009-07-30,25.4,26.63,9.33
2009-07-31,25.92,26.16,9.22
2009-08-03,25.56,26.28,8.99
2009-08-04,24.89,25.17,8.88
2009-08-05,24.9,25.5,8.77
2009-08-06,25.67,26.36,8.73
2009-08-07,24.76,25.02,8.57
2009-08-10,24.99,25.66,8.58
2009-08-11,25.99,26.11,8.64
2009-08-12,25.45,25.68,8.78
2009-08-13,24.71,25.09,8.91
2009-08-14,24.27,25.24,8.94
2009-08-17,27.89,27.59,9.17
2009-08-18,26.18,26.18,9.19
2009-08-19,26.26,26.21,9.25
2009-08-20,25.09,24.97,9.27
2009-08-21,25.01,24.69,9.13
2009-08-24,25.14,25.27,9.14
2009-08-25,24.92,25.13,9.12
2009-08-26,24.95,25.6,9.11
2009-08-27,24.68,25.01,9.07
2009-08-28,24.76,24.93,9.04
2009-08-31,26.01,27.17,9.12
2009-09-01,29.15,29.31,9.18
2009-09-02,28.9,29.38,9.23
2009-09-03,27.1,28.1,9.19
2009-09-04,25.26,25.85,9.09
2009-09-07,,,9.1
2009-09-08,25.62,26.43,9.03
2009-09-09,24.32,25.77,8.98
2009-09-10,23.55,24.83,8.93
2009-09-11,24.15,25.29,8.78
2009-09-14,23.86,24.93,8.57
2009-09-15,23.42,24.61,8.35
2009-09-16,23.69,24.02,8.09
2009-09-17,23.65,24.26,8.09
2009-09-18,23.92,24.69,7.98
2009-09-21,24.06,24.92,8.0
2009-09-22,23.08,24.08,7.93
2009-09-23,23.49,24.47,7.88
2009-09-24,24.95,25.9,7.87
2009-09-25,25.61,25.77,7.89
2009-09-28,24.88,26.21,7.95
2009-09-29,25.19,26.11,7.91
2009-09-30,25.61,26.5,7.93
2009-10-01,28.27,28.95,8.11
2009-10-02,28.68,29.02,8.2
2009-10-05,26.84,28.23,8.15
2009-10-06,25.7,26.87,8.05
2009-10-07,24.68,25.88,8.11
2009-10-08,24.18,25.68,8.0
2009-10-09,23.12,24.18,7.87
2009-10-12,23.01,23.78,7.88
2009-10-13,22.99,23.84,7.93
2009-10-14,22.86,23.51,7.76
2009-10-15,21.72,22.51,7.69
2009-10-16,21.43,22.22,7.69
2009-10-19,21.49,22.11,7.67
2009-10-20,20.9,21.62,7.66
2009-10-21,22.22,23.14,7.58
2009-10-22,20.69,21.58,7.52
2009-10-23,22.27,22.62,7.45
2009-10-26,24.31,24.52,7.35
2009-10-27,24.83,25.4,7.47
2009-10-28,27.91,28.27,7.59
2009-10-29,24.76,25.4,7.56
2009-10-30,30.69,29.81,7.66
2009-11-02,29.78,29.88,7.6
2009-11-03,28.81,28.88,7.61
2009-11-04,27.72,27.89,7.55
2009-11-05,25.43,25.84,7.56
2009-11-06,24.19,24.6,7.6
2009-11-09,23.15,23.55,7.57
2009-11-10,22.84,23.39,7.52
2009-11-11,23.04,23.06,7.52
2009-11-12,24.24,24.05,7.54
2009-11-13,23.36,22.92,7.52
2009-11-16,22.89,23.13,7.55
2009-11-17,22.41,22.14,7.55
2009-11-18,21.63,22.03,7.51
2009-11-19,22.63,23.3,7.55
2009-11-20,22.19,22.49,7.54
2009-11-23,21.16,22.03,7.52
2009-11-24,20.47,21.5,7.56
2009-11-25,20.48,21.32,7.57
2009-11-26,,,7.57
2009-11-27,24.85,25.41,7.64
2009-11-30,24.51,24.73,7.65
2009-12-01,21.92,23.28,7.58
2009-12-02,21.12,22.58,7.49
2009-12-03,22.46,24.0,7.4
2009-12-04,21.25,23.1,7.24
2009-12-07,22.1,23.69,7.26
2009-12-08,23.69,24.8,7.31
2009-12-09,22.66,23.28,7.26
2009-12-10,22.32,23.13,7.18
2009-12-11,21.59,22.38,7.09
2009-12-14,21.15,22.03,6.97
2009-12-15,21.49,22.46,6.86
2009-12-16,20.54,21.95,6.82
2009-12-17,22.51,22.84,6.91
2009-12-18,21.68,21.78,6.84
2009-12-21,20.49,20.82,6.72
2009-12-22,19.54,19.7,6.65
2009-12-23,19.71,19.67,6.6
2009-12-24,19.47,19.47,6.54
2009-12-25,,,
2009-12-28,19.93,20.45,6.5
2009-12-29,20.01,20.43,6.49
2009-12-30,19.96,20.52,6.5
2009-12-31,21.68,21.65,6.39
2010-01-01,,,
2010-01-04,20.04,21.2,6.34
2010-01-05,19.35,20.5,6.3
2010-01-06,19.16,20.21,6.17
2010-01-07,19.06,19.99,6.03
2010-01-08,18.13,18.92,6.02
2010-01-11,17.55,18.47,5.99
2010-01-12,18.25,19.29,6.07
2010-01-13,17.85,18.4,6.03
2010-01-14,17.63,18.2,6.04
2010-01-15,17.91,18.73,6.1
2010-01-18,,,6.1
2010-01-19,17.58,18.74,6.11
2010-01-20,18.68,20.01,6.16
2010-01-21,22.27,23.19,6.24
2010-01-22,27.31,28.37,6.36
2010-01-25,25.41,27.04,6.42
2010-01-26,24.55,25.47,6.44
2010-01-27,23.14,24.21,6.41
2010-01-28,23.73,24.91,6.41
2010-01-29,24.62,25.8,6.46
2010-02-01,22.59,24.33,6.54
2010-02-02,21.48,23.01,6.54
2010-02-03,21.6,22.34,6.46
2010-02-04,26.08,25.99,6.59
2010-02-05,26.11,25.96,6.81
2010-02-08,26.51,26.92,6.85
2010-02-09,26.0,25.58,6.88
2010-02-10,25.4,25.23,6.93
2010-02-11,23.96,23.43,6.98
2010-02-12,22.73,22.97,7.03
2010-02-15,,,7.01
2010-02-16,22.25,21.92,7.02
2010-02-17,21.72,21.4,6.8
2010-02-18,20.63,20.65,6.65
2010-02-19,20.02,20.81,6.56
2010-02-22,19.94,20.43,6.5
2010-02-23,21.37,21.55,6.6
2010-02-24,20.27,20.63,6.58
2010-02-25,20.1,20.52,6.65
2010-02-26,19.5,19.78,6.66
2010-03-01,19.26,19.59,6.66
2010-03-02,19.06,19.51,6.58
2010-03-03,18.83,19.35,6.54
2010-03-04,18.72,19.1,6.49
2010-03-05,17.42,17.92,6.37
2010-03-08,17.79,18.67,6.27
2010-03-09,17.92,18.76,6.23
2010-03-10,18.57,19.08,6.16
2010-03-11,18.06,19.09,6.15
2010-03-12,17.58,19.14,6.11
2010-03-15,18.0,19.05,6.12
2010-03-16,17.69,18.31,6.16
2010-03-17,16.91,17.56,6.11
2010-03-18,16.62,17.24,6.02
2010-03-19,16.97,17.87,5.98
2010-03-22,16.87,18.03,6.02
2010-03-23,16.35,17.43,6.0
2010-03-24,17.55,18.01,5.85
2010-03-25,18.4,18.82,5.78
2010-03-26,17.77,18.67,5.8
2010-03-29,17.59,18.6,5.79
2010-03-30,17.13,18.23,5.77
2010-03-31,17.59,18.32,5.84
2010-04-01,17.47,18.76,5.82
2010-04-02,,,
2010-04-05,17.02,18.52,5.65
2010-04-06,16.23,17.83,5.65
2010-04-07,16.62,17.7,5.72
2010-04-08,16.48,17.29,5.7
2010-04-09,16.14,16.54,5.68
2010-04-12,15.58,16.37,5.68
2010-04-13,16.2,15.97,5.66
2010-04-14,15.59,16.02,5.57
2010-04-15,15.89,16.54,5.52
2010-04-16,18.36,17.78,5.57
2010-04-19,17.34,17.89,5.59
2010-04-20,15.73,16.43,5.54
2010-04-21,16.32,16.3,5.55
2010-04-22,16.47,16.83,5.5
2010-04-23,16.62,16.6,5.44
2010-04-26,17.47,17.81,5.42
2010-04-27,22.81,17.81,5.55
2010-04-28,21.08,20.51,5.51
2010-04-29,18.44,18.96,5.54
2010-04-30,22.05,22.06,5.61
2010-05-03,20.19,21.16,5.57
2010-05-04,23.84,26.09,5.68
2010-05-05,24.91,26.32,5.91
2010-05-06,32.8,31.25,6.26
2010-05-07,40.95,41.52,6.47
2010-05-10,28.84,30.36,6.25
2010-05-11,28.32,29.59,6.34
2010-05-12,25.52,27.0,6.18
2010-05-13,26.68,28.05,6.14
2010-05-14,31.24,31.55,6.33
2010-05-17,30.84,31.78,6.36
2010-05-18,33.55,35.48,6.46
2010-05-19,35.32,37.79,6.59
2010-05-20,45.79,46.63,6.92
2010-05-21,40.1,42.81,7.02
2010-05-24,38.32,39.84,6.97
2010-05-25,34.61,36.28,7.24
2010-05-26,35.02,36.32,7.07
2010-05-27,29.68,30.3,6.88
2010-05-28,32.07,31.61,6.9
2010-05-31,,,6.98
2010-06-01,35.54,36.23,7.04
2010-06-02,30.17,31.0,7.04
2010-06-03,29.46,29.38,6.93
2010-06-04,35.48,34.16,7.14
2010-06-07,36.57,37.29,7.18
2010-06-08,33.7,35.22,7.27
2010-06-09,33.73,34.82,7.26
2010-06-10,30.57,31.3,7.19
2010-06-11,28.79,28.8,7.27
2010-06-14,28.58,28.94,7.16
2010-06-15,25.87,26.37,7.03
2010-06-16,25.92,25.92,6.97
2010-06-17,25.05,25.15,6.91
2010-06-18,23.95,24.15,6.82
2010-06-21,24.88,25.57,6.68
2010-06-22,27.05,26.83,6.75
2010-06-23,26.91,26.57,6.82
2010-06-24,29.74,29.09,6.89
2010-06-25,28.53,28.58,6.9
2010-06-28,29.0,29.37,6.93
2010-06-29,34.13,35.02,7.06
2010-06-30,34.54,35.14,7.13
2010-07-01,32.86,34.56,7.17
2010-07-02,30.12,32.19,7.13
2010-07-05,,,7.13
2010-07-06,29.65,31.65,7.14
2010-07-07,26.84,28.06,7.1
2010-07-08,25.71,27.05,6.98
2010-07-09,24.98,25.99,6.88
2010-07-12,24.43,25.5,6.85
2010-07-13,24.56,25.37,6.7
2010-07-14,24.89,25.96,6.68
2010-07-15,25.14,26.57,6.73
2010-07-16,26.25,26.87,6.77
2010-07-19,25.97,27.25,6.77
2010-07-20,23.93,25.21,6.79
2010-07-21,25.64,26.7,6.75
2010-07-22,24.63,25.22,6.67
2010-07-23,23.47,24.16,6.59
2010-07-26,22.73,24.11,6.54
2010-07-27,23.19,24.33,6.43
2010-07-28,24.25,25.03,6.47
2010-07-29,24.13,25.18,6.48
2010-07-30,23.5,24.52,6.57
2010-08-02,22.01,23.48,6.54
2010-08-03,22.63,23.61,6.55
2010-08-04,22.21,23.22,6.49
2010-08-05,22.1,23.27,6.51
2010-08-06,21.74,22.84,6.57
2010-08-09,22.14,22.97,6.54
2010-08-10,22.37,23.56,6.6
2010-08-11,25.39,26.9,6.78
2010-08-12,25.73,27.63,6.83
2010-08-13,26.24,28.07,6.87
2010-08-16,26.1,27.08,6.91
2010-08-17,24.33,25.92,6.82
2010-08-18,24.59,25.98,6.78
2010-08-19,26.44,26.9,6.82
2010-08-20,25.49,25.76,6.8
2010-08-23,25.66,26.49,6.82
2010-08-24,27.46,28.47,6.93
2010-08-25,26.7,27.77,6.92
2010-08-26,27.37,28.88,6.93
2010-08-27,24.45,26.31,6.81
2010-08-30,27.21,27.89,6.89
2010-08-31,26.05,27.45,6.92
2010-09-01,23.89,24.93,6.8
2010-09-02,23.19,23.93,6.72
2010-09-03,21.31,21.95,6.62
2010-09-06,,,6.62
2010-09-07,23.8,23.99,6.68
2010-09-08,23.25,23.53,6.59
2010-09-09,22.81,23.29,6.47
2010-09-10,21.99,22.98,6.37
2010-09-13,21.21,22.32,6.36
2010-09-14,21.56,21.63,6.36
2010-09-15,22.1,22.15,6.31
