date,SPX,VIX,VVIX,Skew,Realized Vol,Returns
2009-11-27,1091.49,24.85,83.24,120.82,19.63,-1.7383686624440835
2009-11-30,1095.63,24.51,81.58,122.91,18.35,0.37858050263810983
2009-12-01,1108.86,21.92,80.74,122.96,15.86,1.2002920255385912
2009-12-02,1109.24,21.12,78.26,119.0,15.68,0.03426355923697408
2009-12-03,1099.92,22.46,78.52,117.04,15.9,-0.8437646249111204
2009-12-04,1105.98,21.25,77.18,118.01,16.01,0.5494369867158851
2009-12-07,1103.25,22.1,77.75,117.17,14.74,-0.24714505864806444
2009-12-08,1091.94,23.69,79.57,117.89,15.12,-1.030443840928602
2009-12-09,1095.95,22.66,84.93,118.75,13.0,0.3665636288990314
2009-12-10,1102.35,22.32,84.56,121.35,13.15,0.5822697613629019
2009-12-11,1106.41,21.59,82.87,121.59,13.14,0.36762749892007446
2009-12-14,1114.11,21.15,81.64,125.3,12.9,0.6935340247747815
2009-12-15,1107.93,21.49,80.99,123.84,12.89,-0.5562470463760016
2009-12-16,1109.18,20.54,82.05,117.13,11.9,0.11275941495411884
2009-12-17,1096.08,22.51,83.56,121.83,12.63,-1.1880825020866261
2009-12-18,1102.47,21.68,81.75,122.29,12.8,0.581293852157132
2009-12-21,1114.05,20.49,79.62,124.33,12.55,1.044890671699057
2009-12-22,1118.02,19.54,71.45,127.89,12.56,0.35572398592781296
2009-12-23,1120.59,19.71,69.81,127.15,11.81,0.2296068657847357
2009-12-24,1126.48,19.47,68.81,128.16,11.96,0.5242394308515762
2009-12-24,1126.48,19.47,68.81,128.16,11.96,0.0
2009-12-28,1127.78,19.93,69.89,125.79,11.88,0.1153371966066168
2009-12-29,1126.2,20.01,69.1,125.71,10.09,-0.1401964754604196
2009-12-30,1126.42,19.96,70.36,125.65,9.94,0.019532810744783545
2009-12-31,1115.1,21.68,74.99,123.23,9.66,-1.0100374956649936
2009-12-31,1115.1,21.68,74.99,123.23,9.66,0.0
2010-01-04,1132.99,20.04,73.3,123.84,11.08,1.5916068892408728
2010-01-05,1136.52,19.35,70.36,122.99,10.76,0.31108061622855104
2010-01-06,1137.14,19.16,67.65,121.63,10.57,0.054537619113457746
2010-01-07,1141.69,19.06,67.15,120.17,10.62,0.39932825584234055
2010-01-08,1144.98,18.13,65.71,120.15,10.09,0.28775488113092446
2010-01-11,1146.98,17.55,64.87,119.1,10.04,0.1745231598840199
2010-01-12,1136.22,18.25,70.42,120.66,10.32,-0.9425437682848987
2010-01-13,1145.68,17.85,75.53,125.89,10.6,0.8291383667578441
2010-01-14,1148.46,17.63,74.52,125.06,10.41,0.24235673156261114
2010-01-15,1136.03,17.91,74.27,124.32,10.99,-1.088218610296955
2010-01-15,1136.03,17.91,74.27,124.32,10.99,0.0
2010-01-19,1150.23,17.58,73.5,124.28,11.78,1.242219397685807
2010-01-20,1138.04,18.68,80.36,124.1,11.59,-1.0654437906525256
2010-01-21,1116.48,22.27,88.82,121.99,13.27,-1.9126605455027454
2010-01-22,1091.76,27.31,100.06,122.88,14.97,-2.2389806068551033
2010-01-25,1096.78,25.41,90.58,122.54,15.04,0.4587541286927027
2010-01-26,1092.17,24.55,90.04,118.41,15.1,-0.4212071372766148
2010-01-27,1097.5,23.14,85.86,118.98,15.08,0.4868323105307144
2010-01-28,1084.53,23.73,87.91,117.98,15.62,-1.1888152547708633
2010-01-29,1073.87,24.62,89.0,117.5,16.01,-0.9877767489622453
2010-02-01,1089.19,22.59,83.73,119.22,16.73,1.4165354795150988
2010-02-02,1103.32,21.48,80.98,120.46,17.04,1.288951533068827
2010-02-03,1097.28,21.6,80.55,119.95,16.26,-0.5489425763279087
2010-02-04,1063.11,26.08,91.42,116.02,19.64,-3.1635815571409807
2010-02-05,1066.19,26.11,88.22,118.75,19.67,0.28929715381732984
2010-02-08,1056.74,26.51,90.01,117.68,19.86,-0.8902848815299853
2010-02-09,1070.52,26.0,88.8,120.43,20.36,1.2955814287673313
2010-02-10,1068.13,25.4,92.18,118.51,20.36,-0.22350557547347752
2010-02-11,1078.47,23.96,89.59,120.13,20.39,0.9633914071687014
2010-02-12,1075.51,22.73,88.16,113.71,20.19,-0.27484023651562134
2010-02-12,1075.51,22.73,88.16,113.71,20.19,0.0
2010-02-16,1094.87,22.25,81.77,120.89,20.94,1.784066707597497
2010-02-17,1099.51,21.72,80.29,119.63,20.62,0.4228991255194203
2010-02-18,1106.75,20.63,79.2,122.56,20.32,0.6563166615592702
2010-02-19,1109.17,20.02,77.97,118.53,19.99,0.21841952435944148
2010-02-22,1108.01,19.94,75.44,121.33,18.79,-0.10463743185851612
2010-02-23,1094.6,21.37,77.82,120.82,17.61,-1.2176613827442042
2010-02-24,1105.24,20.27,75.93,120.61,17.81,0.967350622884524
2010-02-25,1102.94,20.1,75.3,121.28,17.75,-0.20831642635576905
2010-02-26,1104.49,19.5,73.13,120.13,17.67,0.14043482735503401
2010-03-01,1115.71,19.26,73.24,120.8,17.55,1.0107283593191703
2010-03-02,1118.31,19.06,73.43,120.28,17.2,0.23276435966405676
2010-03-03,1118.79,18.83,72.61,119.03,16.5,0.042912700135530314
2010-03-04,1122.97,18.72,70.51,120.75,15.87,0.3729217083266287
2010-03-05,1138.7,17.42,71.06,118.03,16.52,1.39102995934497
2010-03-08,1138.5,17.79,70.9,117.56,12.27,-0.017565431276499767
2010-03-09,1140.45,17.92,71.49,116.64,12.24,0.17113148387610982
2010-03-10,1145.61,18.57,76.2,117.98,11.96,0.45143248760070065
2010-03-11,1150.24,18.06,76.16,117.48,11.12,0.4033370016998894
2010-03-12,1149.99,17.58,73.74,118.96,11.1,-0.021736956824699425
2010-03-15,1150.51,18.0,75.22,120.63,10.59,0.045207564343076406
2010-03-16,1159.46,17.69,76.41,123.51,10.91,0.7749057161496351
2010-03-17,1166.21,16.91,73.16,119.66,9.58,0.5804795137565081
2010-03-18,1165.83,16.62,76.46,120.27,9.47,-0.03258949274998341
2010-03-19,1159.9,16.97,76.68,121.97,9.36,-0.5099485194476214
2010-03-22,1165.81,16.87,77.75,123.63,9.54,0.5082329887481449
2010-03-23,1174.17,16.35,78.31,121.18,9.89,0.7145390618215695
2010-03-24,1167.72,17.55,80.68,122.67,9.13,-0.5508385371629813
2010-03-25,1165.73,18.4,83.82,122.14,8.56,-0.17056294177613757
2010-03-26,1166.59,17.77,81.56,123.14,8.55,0.07374631602661291
2010-03-29,1173.22,17.59,78.75,123.2,8.79,0.5667141985337086
2010-03-30,1173.27,17.13,76.91,124.03,8.04,0.004261684474056481
2010-03-31,1169.43,17.59,77.49,123.7,8.08,-0.32782716003415246
2010-04-01,1178.1,17.47,78.29,123.93,8.4,0.738652065793466
2010-04-01,1178.1,17.47,78.29,123.93,8.4,0.0
2010-04-05,1187.44,17.02,76.97,123.78,8.79,0.7896758064435914
2010-04-06,1189.44,16.23,76.82,123.29,7.31,0.16828787923777017
2010-04-07,1182.45,16.62,78.16,123.27,7.55,-0.5894050934860441
2010-04-08,1186.44,16.48,77.06,122.67,7.6,0.33686695230149477
2010-04-09,1194.37,16.14,78.24,124.36,7.77,0.6661622998832402
2010-04-12,1196.48,15.58,80.06,123.16,7.68,0.1765063092874738
2010-04-13,1197.3,16.2,79.97,125.54,7.69,0.0685108934048995
2010-04-14,1210.65,15.59,83.31,125.77,8.52,1.108838371569334
2010-04-15,1211.67,15.89,83.1,126.29,8.1,0.0842167888871758
2010-04-16,1192.13,18.36,86.29,131.33,9.65,-1.6257950246036472
2010-04-19,1197.52,17.34,81.72,131.14,9.77,0.4511128525653854
2010-04-20,1207.17,15.73,79.65,134.19,9.99,0.8026025643238168
2010-04-21,1205.94,16.32,83.89,129.84,9.83,-0.10194314445029012
2010-04-22,1208.67,16.47,85.76,127.48,9.54,0.22612356970690672
2010-04-23,1217.28,16.62,88.14,126.13,9.62,0.7098279974131414
2010-04-26,1212.05,17.47,87.53,124.25,9.69,-0.43057205731718795
2010-04-27,1183.71,22.81,103.23,124.98,12.8,-2.3659566893072763
2010-04-28,1191.36,21.08,101.7,128.4,12.87,0.6441937673680552
2010-04-29,1206.78,18.44,92.44,129.28,13.55,1.286014370883258
2010-04-30,1186.69,22.05,101.41,125.41,14.65,-1.6787736487182545
2010-05-03,1202.26,20.19,95.68,125.35,15.14,1.3035199954753045
2010-05-04,1173.6,23.84,101.88,124.86,17.07,-2.4127171031983345
2010-05-05,1165.9,24.91,105.59,122.82,17.21,-0.6582626889526156
2010-05-06,1128.15,32.8,125.36,122.16,20.28,-3.291419799872393
2010-05-07,1110.88,40.95,135.38,123.86,21.16,-1.5426628935558497
2010-05-10,1159.73,28.84,110.96,128.64,25.82,4.303472538226554
2010-05-11,1155.79,28.32,113.95,127.09,25.84,-0.34031265568998903
2010-05-12,1171.67,25.52,116.53,124.26,26.29,1.364598869249329
2010-05-13,1157.44,26.68,123.17,126.2,26.38,-1.2219411759088954
2010-05-14,1135.68,31.24,128.34,128.47,27.17,-1.8979079305601414
2010-05-17,1136.94,30.84,120.97,128.87,26.58,0.11088524514465206
2010-05-18,1120.8,33.55,135.82,123.88,26.95,-1.4297726886780986
2010-05-19,1115.05,35.32,128.44,126.33,26.87,-0.5143469084670231
2010-05-20,1071.59,45.79,145.12,123.36,30.17,-3.975572015145415
2010-05-21,1087.69,40.1,130.67,125.56,30.59,1.4912654559367986
2010-05-24,1073.65,38.32,123.87,125.0,30.86,-1.2992122932899615
2010-05-25,1074.03,34.61,119.36,123.28,30.84,0.035387022644471175
2010-05-26,1067.95,35.02,115.68,121.48,29.73,-0.5677005694772115
2010-05-27,1103.06,29.68,107.64,125.73,31.67,3.2347212928041498
2010-05-28,1089.41,32.07,110.13,123.13,31.7,-1.2451870600623243
2010-05-28,1089.41,32.07,110.13,123.13,31.7,0.0
2010-06-01,1070.71,35.54,109.92,119.63,31.74,-1.7314285467303576
2010-06-02,1098.38,30.17,98.02,123.69,32.66,2.5514387180073492
2010-06-03,1102.83,29.46,95.61,123.83,31.6,0.4043236276677301
2010-06-04,1064.88,35.48,103.31,121.11,33.78,-3.5017486522915466
2010-06-07,1050.47,36.57,102.76,119.21,32.31,-1.362443369109628
2010-06-08,1062.0,33.7,101.79,120.74,31.9,1.0916239754216572
2010-06-09,1055.69,33.73,111.77,119.97,28.23,-0.5959341239087247
2010-06-10,1086.84,30.57,108.61,122.34,29.99,2.9079821612060597
2010-06-11,1091.6,28.79,103.69,122.81,29.64,0.4370106659325958
2010-06-14,1089.63,28.58,99.92,121.69,29.33,-0.18063207783149315
2010-06-15,1115.23,25.87,99.0,124.8,29.65,2.322247259286971
2010-06-16,1114.61,25.92,93.67,121.48,29.65,-0.05560937250901565
2010-06-17,1116.04,25.05,89.65,122.13,29.28,0.12821376691954428
2010-06-18,1117.51,23.95,92.36,122.98,29.21,0.1316290400703783
2010-06-21,1113.2,24.88,96.01,121.73,25.8,-0.3864245341811379
2010-06-22,1095.31,27.05,101.65,120.42,25.88,-1.620132244496867
2010-06-23,1092.04,26.91,98.93,119.84,25.48,-0.29899215361501785
2010-06-24,1073.69,29.74,103.69,119.56,26.17,-1.6946192862424503
2010-06-25,1076.76,28.53,97.51,119.37,26.15,0.2855218289774183
2010-06-28,1074.57,29.0,99.01,120.3,23.67,-0.20359505575433148
2010-06-29,1041.24,34.13,104.0,118.13,25.79,-3.1508270947024664
2010-06-30,1030.71,34.54,105.16,116.87,25.4,-1.0164425453543184
2010-07-01,1027.37,32.86,100.69,116.76,23.8,-0.3245746455147631
2010-07-02,1022.58,30.12,97.19,114.65,23.83,-0.4673293219507561
2010-07-02,1022.58,30.12,97.19,114.65,23.83,0.0
2010-07-06,1028.06,29.65,97.58,116.01,20.57,0.5344685605450303
2010-07-07,1060.27,26.84,92.14,117.77,22.8,3.0850061581731634
2010-07-08,1070.25,25.71,89.85,117.22,22.81,0.9368673372673071
2010-07-09,1077.96,24.98,88.58,117.97,22.86,0.7178100004060206
2010-07-12,1078.75,24.43,91.75,118.72,20.46,0.07325973685221687
2010-07-13,1095.34,24.56,90.8,119.33,21.03,1.5261853940210992
2010-07-14,1095.17,24.89,96.13,120.07,21.03,-0.015521499590610117
2010-07-15,1096.48,25.14,97.75,118.58,19.52,0.11954464955711873
2010-07-16,1064.88,26.25,101.57,118.67,21.89,-2.924293209874971
2010-07-19,1071.25,25.97,102.58,118.78,21.97,0.5964074173225686
2010-07-20,1083.48,23.93,98.89,119.07,22.27,1.1351892195398525
2010-07-21,1069.59,25.64,97.02,117.29,22.66,-1.2902685652813712
2010-07-22,1093.67,24.63,93.2,118.22,23.27,2.2263615685037745
2010-07-23,1102.66,23.47,89.9,119.69,23.44,0.8186429368369252
2010-07-26,1115.01,22.73,88.55,119.29,22.98,1.1137930955885433
2010-07-27,1113.84,23.19,90.14,121.32,22.92,-0.10498688628368148
2010-07-28,1106.13,24.25,90.71,121.91,23.04,-0.6946067738954189
2010-07-29,1101.53,24.13,90.62,119.36,20.21,-0.41673144027251485
2010-07-30,1101.6,23.5,89.55,119.53,19.85,0.006354595509431586
2010-08-02,1125.86,22.01,85.02,122.5,21.25,2.1783519629687675
2010-08-03,1120.46,22.63,85.04,121.39,21.25,-0.4807872789303521
2010-08-04,1127.24,22.21,85.05,120.99,21.28,0.6032851860419904
2010-08-05,1125.81,22.1,86.52,120.43,18.3,-0.1269390552379728
2010-08-06,1121.64,21.74,87.44,119.67,18.02,-0.37108765803768484
2010-08-09,1127.79,22.14,87.86,123.75,17.98,0.5468065530920585
2010-08-10,1121.06,22.37,90.35,122.79,18.11,-0.5985299233984591
2010-08-11,1089.47,25.39,102.65,118.45,19.83,-2.858332684063827
2010-08-12,1083.61,25.73,99.75,115.18,19.95,-0.5393279772831977
2010-08-13,1079.25,26.24,99.54,115.28,19.99,-0.40317042303712897
2010-08-16,1079.38,26.1,98.73,121.1,17.37,0.01204467649919063
2010-08-17,1092.54,24.33,93.25,121.96,17.8,1.2118458371228051
2010-08-18,1094.16,24.59,91.3,121.26,17.43,0.14816850014889338
2010-08-19,1075.63,26.44,91.96,120.26,17.93,-1.708040915809832
2010-08-20,1071.69,25.49,89.34,119.62,16.26,-0.36696947092675236
2010-08-23,1067.36,25.66,87.66,118.38,16.03,-0.4048531744724779
2010-08-24,1051.87,27.46,85.7,117.39,16.43,-1.4618777443950457
2010-08-25,1055.33,26.7,82.64,117.01,16.47,0.3283981690908
2010-08-26,1047.22,27.37,82.95,115.99,16.49,-0.7714480246337092
2010-08-27,1064.59,24.45,79.0,116.03,17.41,1.6450714533391333
2010-08-30,1048.92,27.21,82.52,115.06,18.11,-1.4828685114819895
2010-08-31,1049.33,26.05,81.49,115.02,16.41,0.03908018636654939
2010-09-01,1080.29,23.89,78.28,116.36,19.35,2.907765834807642
2010-09-02,1090.1,23.19,79.05,116.74,19.51,0.9039911542174104
2010-09-03,1104.51,21.31,76.64,119.11,19.98,1.3132362555402657
2010-09-03,1104.51,21.31,76.64,119.11,19.98,0.0
2010-09-07,1091.84,23.8,78.98,118.73,20.32,-1.1537451266510625
2010-09-08,1098.87,23.25,89.88,120.3,20.34,0.6418032629720949
2010-09-09,1104.18,22.81,87.97,119.31,20.29,0.48205989722323916
2010-09-10,1109.55,21.99,87.6,121.09,17.97,0.4851549676828218
2010-09-13,1121.9,21.21,87.33,121.89,18.22,1.1069148848932673
2010-09-14,1121.1,21.56,87.95,120.98,18.16,-0.07133303913713078
2010-09-15,1125.07,22.1,88.4,119.74,18.23,0.353490976547272
2010-09-16,1124.66,21.72,87.63,124.32,17.7,-0.03644881870614647
2010-09-17,1125.59,22.01,85.45,124.9,17.7,0.08265748720807875
2010-09-20,1142.71,21.5,81.5,124.88,17.48,1.5095291707627323
2010-09-21,1139.78,22.35,80.97,122.81,17.45,-0.2567373008776423
2010-09-22,1134.28,22.51,81.86,121.75,17.5,-0.483717291908741
2010-09-23,1124.83,23.87,83.02,121.57,16.98,-0.8366175280827978
2010-09-24,1148.67,21.71,80.0,123.0,18.46,2.097283822184383
2010-09-27,1142.16,22.54,82.62,120.21,18.35,-0.5683544849854091
2010-09-28,1147.7,22.6,83.62,121.69,17.48,0.4838733205657932
2010-09-29,1144.73,23.25,83.35,119.27,16.78,-0.25911383655897063
2010-09-30,1141.2,23.7,86.49,120.48,16.8,-0.3088460981688114
2010-10-01,1146.24,22.5,84.08,119.61,13.28,0.4406680092947396
2010-10-04,1137.03,23.53,86.22,118.29,13.15,-0.8067420805565715
2010-10-05,1160.75,21.76,82.62,117.77,14.21,2.064674827330452
2010-10-06,1159.97,21.49,81.05,116.57,13.65,-0.06722052030153325
2010-10-07,1158.06,21.56,80.7,116.69,13.47,-0.1647951434844234
2010-10-08,1165.15,20.71,81.41,117.96,13.5,0.6103642814175685
2010-10-11,1165.32,18.96,84.75,115.87,13.4,0.014589331791565787
2010-10-12,1169.77,18.93,84.77,117.02,12.96,0.38114208763416546
2010-10-13,1178.1,19.07,88.72,118.43,13.19,0.709582298146908
2010-10-14,1173.81,19.88,87.14,120.24,13.16,-0.3648102825229549
2010-10-15,1176.19,19.03,89.82,121.48,13.18,0.20255326074200258
2010-10-18,1184.71,19.09,91.75,120.57,13.4,0.7217617846340957
2010-10-19,1165.9,20.63,91.53,119.57,13.53,-1.600469794135919
2010-10-20,1178.17,19.79,85.48,120.04,14.03,1.0469066254142374
2010-10-21,1180.26,19.27,83.59,118.17,13.92,0.1772365978304534
2010-10-22,1183.08,18.78,81.97,117.38,13.61,0.23864542032575106
2010-10-25,1185.62,19.85,82.02,116.45,11.5,0.21446371204069184
2010-10-26,1185.64,20.22,82.79,116.51,11.38,0.0016868668978158765
2010-10-27,1182.45,20.71,80.42,116.97,11.31,-0.2694155990308462
2010-10-28,1183.78,20.88,78.47,116.29,11.27,0.11241511941456764
2010-10-29,1183.26,21.2,77.46,116.04,11.23,-0.04393673181400836
2010-11-01,1184.38,21.83,79.72,116.83,11.14,0.09460898477315377
2010-11-02,1193.57,21.57,80.18,116.14,11.18,0.7729385187609348
2010-11-03,1197.96,19.56,76.57,118.21,8.86,0.36712940509606173
2010-11-04,1221.06,18.52,70.78,116.59,11.08,1.909922381617784
2010-11-05,1225.85,18.26,74.02,116.98,11.14,0.3915146955609237
2010-11-08,1223.25,18.29,73.67,118.27,10.99,-0.21232297388884083
2010-11-09,1213.4,19.08,76.49,119.61,11.31,-0.8084914661035401
2010-11-10,1218.71,18.47,83.07,122.16,11.3,0.4366585752434095
2010-11-11,1213.54,18.64,83.07,123.59,11.1,-0.42512141320765856
2010-11-12,1199.21,20.61,88.18,121.72,11.74,-1.1878701482340308
2010-11-15,1197.75,20.2,88.13,122.04,11.74,-0.12182098829831606
2010-11-16,1178.34,22.58,93.65,120.86,12.7,-1.63381284080449
2010-11-17,1178.59,21.76,89.25,120.34,11.36,0.021214036983506886
2010-11-18,1196.69,18.75,83.92,121.73,11.97,1.5240603506340207
2010-11-19,1199.73,18.04,84.73,121.26,11.99,0.2537119228432239
2010-11-22,1197.84,18.37,78.39,122.34,11.97,-0.1576596630330781
2010-11-23,1180.73,20.63,87.44,119.86,12.94,-1.438704358331163
2010-11-24,1198.35,19.56,81.55,122.16,13.96,1.4812719350008896
2010-11-24,1198.35,19.56,81.55,122.16,13.96,0.0
2010-11-26,1189.4,22.22,90.55,119.02,14.51,-0.7496632323667194
2010-11-29,1187.76,21.53,89.01,118.54,14.53,-0.13797979607531208
2010-11-30,1180.55,23.54,95.73,116.71,14.66,-0.6088748748767805
2010-12-01,1206.07,21.36,92.03,118.69,16.41,2.138670815746615
2010-12-02,1221.53,19.39,87.74,120.88,16.76,1.2737031643018828
2010-12-03,1224.71,18.01,84.28,120.42,16.74,0.2599909895411432
2010-12-06,1223.12,18.02,82.6,121.15,15.36,-0.12991100065108332
2010-12-07,1223.75,17.99,82.66,118.13,15.31,0.051494359236190675
2010-12-08,1228.28,17.74,81.8,119.53,15.35,0.3694901900663627
2010-12-09,1233.0,17.25,79.8,123.93,15.17,0.38354074189605825
2010-12-10,1240.4,17.61,79.36,123.01,15.25,0.5983684061949668
2010-12-13,1240.46,17.55,81.67,120.74,15.2,0.004837032320385555
2010-12-14,1241.59,17.61,81.67,121.99,14.66,0.09105377233105524
2010-12-15,1235.23,17.94,83.42,121.94,14.73,-0.5135628732467858
2010-12-16,1242.87,17.39,81.32,124.81,13.84,0.6166033821100105
2010-12-17,1243.91,16.11,86.62,125.24,13.84,0.08364230536136011
2010-12-20,1247.08,16.41,84.09,125.84,12.8,0.25451741767312724
2010-12-21,1254.6,16.49,84.38,124.87,12.93,0.6011978070857421
2010-12-22,1258.84,15.45,86.03,123.65,12.97,0.33738653176371236
2010-12-23,1256.77,16.47,86.74,125.35,11.97,-0.16457244701686807
2010-12-23,1256.77,16.47,86.74,125.35,11.97,0.0
2010-12-27,1257.54,17.67,87.44,123.86,10.77,0.06124941030118858
2010-12-28,1258.51,17.52,86.34,123.53,9.99,0.07710498980996865
2010-12-29,1259.78,17.28,85.71,122.4,9.97,0.10086210147884853
2010-12-30,1257.88,17.52,86.52,122.17,9.79,-0.15093383226483204
2010-12-31,1257.64,17.75,86.36,120.74,6.42,-0.01908154184647296
2011-01-03,1271.87,17.61,84.8,122.68,5.77,1.125130963440283
2011-01-04,1270.2,17.38,85.25,121.96,5.71,-0.1313890050426815
2011-01-05,1276.56,17.02,84.7,121.23,5.98,0.49945917332972517
2011-01-06,1273.85,17.4,84.6,121.01,6.03,-0.21251493053446058
2011-01-07,1271.5,17.14,83.73,121.22,5.95,-0.18465049346529078
2011-01-10,1269.75,17.54,81.65,121.47,5.79,-0.13772751808198855
2011-01-11,1274.48,16.89,79.82,122.29,5.59,0.37182215832849935
2011-01-12,1285.96,16.24,77.94,121.94,6.34,0.896726885011282
2011-01-13,1283.76,16.39,78.64,121.29,6.36,-0.17122492236479142
2011-01-14,1293.24,15.46,75.94,123.52,6.61,0.7357425505636377
2011-01-14,1293.24,15.46,75.94,123.52,6.61,0.0
2011-01-18,1295.02,15.87,79.77,128.16,6.35,0.137544163308385
2011-01-19,1281.92,17.31,83.7,123.41,7.28,-1.0167184992425786
2011-01-20,1280.26,17.99,82.69,126.19,7.25,-0.12957717508255115
2011-01-21,1283.35,18.47,85.41,133.99,7.0,0.24106642558033367
2011-01-24,1290.84,17.65,82.97,131.86,7.19,0.5819322689537693
2011-01-25,1291.18,17.59,82.67,134.61,7.17,0.0263359696644669
2011-01-26,1296.63,16.64,79.43,131.76,7.32,0.42120619810420096
2011-01-27,1299.54,16.15,77.04,130.56,7.34,0.22417647678586913
2011-01-28,1276.34,20.04,91.52,128.23,9.66,-1.801374858601659
2011-01-31,1286.12,19.53,86.08,130.3,10.03,0.7633326949972495
2011-02-01,1307.59,17.63,84.48,129.0,11.48,1.655581418074286
2011-02-02,1304.03,17.3,83.16,127.52,11.0,-0.27262788652279424
2011-02-03,1307.1,16.69,81.75,127.13,11.02,0.23514734345755295
2011-02-04,1310.87,15.93,81.11,127.45,10.93,0.28800961095791244
2011-02-07,1319.05,16.28,80.54,127.63,11.1,0.6220741603444068
2011-02-08,1324.57,15.81,78.93,129.54,11.17,0.4176097943201374
2011-02-09,1320.88,15.87,82.11,129.54,11.2,-0.2789697324153496
2011-02-10,1321.87,16.09,83.73,129.24,11.13,0.0749219598001667
2011-02-11,1329.15,15.69,84.5,131.31,10.92,0.5492239439842426
2011-02-14,1332.32,15.95,82.67,127.41,10.93,0.23821433260880176
2011-02-15,1328.01,16.37,84.38,131.78,10.72,-0.3240202358999328
2011-02-16,1336.32,16.72,83.05,130.69,10.9,0.623798624559996
2011-02-17,1340.43,16.59,83.03,130.97,10.35,0.3070890617279297
2011-02-18,1343.01,16.43,85.47,136.43,10.37,0.19229055205082848
2011-02-18,1343.01,16.43,85.47,136.43,10.37,0.0
2011-02-22,1315.44,20.8,99.18,125.9,12.55,-2.0742153105926633
2011-02-23,1307.4,22.13,99.04,124.53,12.55,-0.6130778227341465
2011-02-24,1306.1,21.32,94.07,124.68,12.56,-0.09948345951537797
2011-02-25,1319.88,19.22,86.17,128.76,12.99,1.0495225773550236
2011-02-28,1327.22,18.35,81.78,129.37,13.12,0.5545705724534893
2011-03-01,1306.33,21.01,89.28,122.43,12.89,-1.586485022463909
2011-03-02,1308.44,20.7,87.55,123.06,12.6,0.16139090306173223
2011-03-03,1330.97,18.6,82.36,125.71,12.74,1.7072411809528822
2011-03-04,1321.15,19.06,81.48,125.9,12.98,-0.7405430280443107
2011-03-07,1310.13,20.66,84.32,122.95,13.25,-0.8376200503835498
2011-03-08,1321.82,19.82,80.84,123.37,13.55,0.8883205891223348
2011-03-09,1320.02,20.22,84.89,122.6,13.39,-0.13626868232272332
2011-03-10,1295.11,21.88,88.16,119.26,14.83,-1.9051254369579458
2011-03-11,1304.28,20.08,83.21,118.54,15.0,0.7055530751890259
2011-03-14,1296.39,21.13,83.89,121.52,15.13,-0.6067685794074694
2011-03-15,1281.87,24.32,89.68,121.82,15.47,-1.1263529286306984
2011-03-16,1256.88,29.4,112.39,122.46,16.94,-1.968748964337206
2011-03-17,1273.72,26.37,101.45,125.85,17.5,1.3309293117774694
2011-03-18,1279.2,24.44,96.28,126.81,17.45,0.4293129762627889
2011-03-21,1298.38,20.61,89.17,124.59,18.16,1.4882450988371785
2011-03-22,1293.77,20.21,87.39,120.83,18.19,-0.35568966767270527
2011-03-23,1297.54,19.17,84.77,120.75,16.77,0.29097272498432947
2011-03-24,1309.66,18.0,84.17,119.97,16.96,0.9297397442382285
2011-03-25,1313.8,17.91,84.53,121.43,16.99,0.3156139934757779
2011-03-28,1310.19,19.44,89.94,122.68,16.61,-0.27515366122545676
2011-03-29,1319.44,18.16,84.96,124.11,16.64,0.7035239293778787
2011-03-30,1328.26,17.71,82.75,123.5,15.79,0.6662410865996059
2011-03-31,1325.83,17.74,82.51,124.64,15.78,-0.18311366072702207
2011-04-01,1332.41,17.4,81.98,128.64,14.72,0.49506541464152937
2011-04-04,1332.87,17.5,81.84,128.05,14.48,0.034517949676367794
2011-04-05,1332.63,17.25,81.44,128.02,14.22,-0.01800787849546846
2011-04-06,1335.54,16.9,83.22,125.18,13.92,0.2181271173726725
2011-04-07,1333.51,17.11,82.39,126.46,13.92,-0.15211407740053193
2011-04-08,1328.17,17.87,83.43,125.92,12.37,-0.4012508764839378
2011-04-11,1324.46,16.59,84.16,122.94,12.18,-0.279722571113611
2011-04-12,1314.16,17.09,85.36,121.94,12.27,-0.780715094764831
2011-04-13,1314.41,16.92,86.04,124.55,11.66,0.019021749525698333
2011-04-14,1314.52,16.27,86.07,125.09,9.37,0.008368423660124306
2011-04-15,1319.68,15.32,85.72,130.45,8.3,0.39177029836831534
2011-04-18,1305.14,16.96,89.11,129.37,9.07,-1.1078968252260089
2011-04-19,1312.62,15.83,85.73,129.4,7.7,0.5714825161644651
2011-04-20,1330.36,15.07,86.21,131.13,9.01,1.342444242333191
2011-04-21,1337.38,14.69,87.71,131.78,9.11,0.5262893837745056
2011-04-21,1337.38,14.69,87.71,131.78,9.11,0.0
2011-04-25,1335.25,15.77,87.68,130.88,8.53,-0.15939358990673605
2011-04-26,1347.24,15.62,85.72,127.45,9.02,0.8939515038808828
2011-04-27,1355.66,15.35,83.21,126.93,9.23,0.623036533863236
2011-04-28,1360.48,14.62,82.89,124.99,9.05,0.3549158040161472
2011-04-29,1363.61,14.75,83.98,127.45,8.75,0.22980161282694822
2011-05-02,1361.22,15.99,88.5,124.15,8.75,-0.17542383289275007
2011-05-03,1356.62,16.7,90.62,127.49,8.71,-0.3385044294317407
2011-05-04,1347.32,17.08,91.39,125.29,9.03,-0.6878877987061037
2011-05-05,1335.1,18.2,95.08,124.89,9.58,-0.9111238759396648
2011-05-06,1340.2,18.4,94.43,124.61,9.64,0.38126611430211355
