,Instrument,Company Common Name,Date,Price Close,Close Price
10967,1810.HK,,2019-01-29T00:00:00Z,9.91,9.91
10968,1810.HK,,2019-01-30T00:00:00Z,9.84,9.84
10969,1810.HK,,2019-01-31T00:00:00Z,9.84,9.84
10970,1810.HK,,2019-02-01T00:00:00Z,10.44,10.44
10971,1810.HK,,2019-02-04T00:00:00Z,10.36,10.36
10972,1810.HK,,2019-02-08T00:00:00Z,10.26,10.26
10973,1810.HK,,2019-02-11T00:00:00Z,10.7,10.7
10974,1810.HK,,2019-02-12T00:00:00Z,10.6,10.6
10975,1810.HK,,2019-02-13T00:00:00Z,11.38,11.38
10976,1810.HK,,2019-02-14T00:00:00Z,11.52,11.52
10977,1810.HK,,2019-02-15T00:00:00Z,11.14,11.14
10978,1810.HK,,2019-02-18T00:00:00Z,11.22,11.22
10979,1810.HK,,2019-02-19T00:00:00Z,10.8,10.8
10980,1810.HK,,2019-02-20T00:00:00Z,10.84,10.84
10981,1810.HK,,2019-02-21T00:00:00Z,11.38,11.38
10982,1810.HK,,2019-02-22T00:00:00Z,11.92,11.92
10983,1810.HK,,2019-02-25T00:00:00Z,12.24,12.24
10984,1810.HK,,2019-02-26T00:00:00Z,12.2,12.2
10985,1810.HK,,2019-02-27T00:00:00Z,12.14,12.14
10986,1810.HK,,2019-02-28T00:00:00Z,11.96,11.96
10987,1810.HK,,2019-03-01T00:00:00Z,11.88,11.88
10988,1810.HK,,2019-03-04T00:00:00Z,11.96,11.96
10989,1810.HK,,2019-03-05T00:00:00Z,12.5,12.5
10990,1810.HK,,2019-03-06T00:00:00Z,12.36,12.36
10991,1810.HK,,2019-03-07T00:00:00Z,12.04,12.04
10992,1810.HK,,2019-03-08T00:00:00Z,11.74,11.74
10993,1810.HK,,2019-03-11T00:00:00Z,11.9,11.9
10994,1810.HK,,2019-03-12T00:00:00Z,12.2,12.2
10995,1810.HK,,2019-03-13T00:00:00Z,11.96,11.96
10996,1810.HK,,2019-03-14T00:00:00Z,11.64,11.64
10997,1810.HK,,2019-03-15T00:00:00Z,11.58,11.58
10998,1810.HK,,2019-03-18T00:00:00Z,11.9,11.9
10999,1810.HK,,2019-03-19T00:00:00Z,12.2,12.2
11000,1810.HK,,2019-03-20T00:00:00Z,11.64,11.64
11001,1810.HK,,2019-03-21T00:00:00Z,11.28,11.28
11002,1810.HK,,2019-03-22T00:00:00Z,11.28,11.28
11003,1810.HK,,2019-03-25T00:00:00Z,10.9,10.9
11004,1810.HK,,2019-03-26T00:00:00Z,11.1,11.1
11005,1810.HK,,2019-03-27T00:00:00Z,11.3,11.3
11006,1810.HK,,2019-03-28T00:00:00Z,11.18,11.18
11007,1810.HK,,2019-03-29T00:00:00Z,11.38,11.38
11008,1810.HK,,2019-04-01T00:00:00Z,11.36,11.36
11009,1810.HK,,2019-04-02T00:00:00Z,11.24,11.24
11010,1810.HK,,2019-04-03T00:00:00Z,11.92,11.92
11011,1810.HK,,2019-04-04T00:00:00Z,11.84,11.84
11012,1810.HK,,2019-04-08T00:00:00Z,11.76,11.76
11013,1810.HK,,2019-04-09T00:00:00Z,11.72,11.72
11014,1810.HK,,2019-04-10T00:00:00Z,11.84,11.84
11015,1810.HK,,2019-04-11T00:00:00Z,11.54,11.54
11016,1810.HK,,2019-04-12T00:00:00Z,11.62,11.62
11017,1810.HK,,2019-04-15T00:00:00Z,11.64,11.64
11018,1810.HK,,2019-04-16T00:00:00Z,11.76,11.76
11019,1810.HK,,2019-04-17T00:00:00Z,11.82,11.82
11020,1810.HK,,2019-04-18T00:00:00Z,11.7,11.7
11021,1810.HK,,2019-04-23T00:00:00Z,12.2,12.2
11022,1810.HK,,2019-04-24T00:00:00Z,12.36,12.36
11023,1810.HK,,2019-04-25T00:00:00Z,11.98,11.98
11024,1810.HK,,2019-04-26T00:00:00Z,12.02,12.02
11025,1810.HK,,2019-04-29T00:00:00Z,11.98,11.98
11026,1810.HK,,2019-04-30T00:00:00Z,12.02,12.02
11027,1810.HK,,2019-05-02T00:00:00Z,11.62,11.62
11028,1810.HK,,2019-05-03T00:00:00Z,11.8,11.8
11029,1810.HK,,2019-05-06T00:00:00Z,11.0,11.0
11030,1810.HK,,2019-05-07T00:00:00Z,10.84,10.84
11031,1810.HK,,2019-05-08T00:00:00Z,10.58,10.58
11032,1810.HK,,2019-05-09T00:00:00Z,10.46,10.46
11033,1810.HK,,2019-05-10T00:00:00Z,10.64,10.64
11034,1810.HK,,2019-05-14T00:00:00Z,10.12,10.12
11035,1810.HK,,2019-05-15T00:00:00Z,10.48,10.48
11036,1810.HK,,2019-05-16T00:00:00Z,10.3,10.3
11037,1810.HK,,2019-05-17T00:00:00Z,10.16,10.16
11038,1810.HK,,2019-05-20T00:00:00Z,9.89,9.89
11039,1810.HK,,2019-05-21T00:00:00Z,9.87,9.87
11040,1810.HK,,2019-05-22T00:00:00Z,10.1,10.1
11041,1810.HK,,2019-05-23T00:00:00Z,9.8,9.8
11042,1810.HK,,2019-05-24T00:00:00Z,9.77,9.77
11043,1810.HK,,2019-05-27T00:00:00Z,9.66,9.66
11044,1810.HK,,2019-05-28T00:00:00Z,9.95,9.95
11045,1810.HK,,2019-05-29T00:00:00Z,9.92,9.92
11046,1810.HK,,2019-05-30T00:00:00Z,9.74,9.74
11047,1810.HK,,2019-05-31T00:00:00Z,9.58,9.58
11048,1810.HK,,2019-06-03T00:00:00Z,9.09,9.09
11049,1810.HK,,2019-06-04T00:00:00Z,9.02,9.02
11050,1810.HK,,2019-06-05T00:00:00Z,9.22,9.22
11051,1810.HK,,2019-06-06T00:00:00Z,9.21,9.21
11052,1810.HK,,2019-06-10T00:00:00Z,9.53,9.53
11053,1810.HK,,2019-06-11T00:00:00Z,9.75,9.75
11054,1810.HK,,2019-06-12T00:00:00Z,9.54,9.54
11055,1810.HK,,2019-06-13T00:00:00Z,9.66,9.66
11056,1810.HK,,2019-06-14T00:00:00Z,9.55,9.55
11057,1810.HK,,2019-06-17T00:00:00Z,9.58,9.58
11058,1810.HK,,2019-06-18T00:00:00Z,9.59,9.59
11059,1810.HK,,2019-06-19T00:00:00Z,9.8,9.8
11060,1810.HK,,2019-06-20T00:00:00Z,9.93,9.93
11061,1810.HK,,2019-06-21T00:00:00Z,9.8,9.8
11062,1810.HK,,2019-06-24T00:00:00Z,9.95,9.95
11063,1810.HK,,2019-06-25T00:00:00Z,9.77,9.77
11064,1810.HK,,2019-06-26T00:00:00Z,9.8,9.8
11065,1810.HK,,2019-06-27T00:00:00Z,10.0,10.0
11066,1810.HK,,2019-06-28T00:00:00Z,10.0,10.0
11067,1810.HK,,2019-07-02T00:00:00Z,9.99,9.99
11068,1810.HK,,2019-07-03T00:00:00Z,9.76,9.76
11069,1810.HK,,2019-07-04T00:00:00Z,9.78,9.78
11070,1810.HK,,2019-07-05T00:00:00Z,9.95,9.95
11071,1810.HK,,2019-07-08T00:00:00Z,9.61,9.61
11072,1810.HK,,2019-07-09T00:00:00Z,9.5,9.5
11073,1810.HK,,2019-07-10T00:00:00Z,9.59,9.59
11074,1810.HK,,2019-07-11T00:00:00Z,9.49,9.49
11075,1810.HK,,2019-07-12T00:00:00Z,9.44,9.44
11076,1810.HK,,2019-07-15T00:00:00Z,9.36,9.36
11077,1810.HK,,2019-07-16T00:00:00Z,9.3,9.3
11078,1810.HK,,2019-07-17T00:00:00Z,9.11,9.11
11079,1810.HK,,2019-07-18T00:00:00Z,9.0,9.0
11080,1810.HK,,2019-07-19T00:00:00Z,9.11,9.11
11081,1810.HK,,2019-07-22T00:00:00Z,8.95,8.95
11082,1810.HK,,2019-07-23T00:00:00Z,9.07,9.07
11083,1810.HK,,2019-07-24T00:00:00Z,9.1,9.1
11084,1810.HK,,2019-07-25T00:00:00Z,9.22,9.22
11085,1810.HK,,2019-07-26T00:00:00Z,9.12,9.12
11086,1810.HK,,2019-07-29T00:00:00Z,9.07,9.07
11087,1810.HK,,2019-07-30T00:00:00Z,9.02,9.02
11088,1810.HK,,2019-07-31T00:00:00Z,9.05,9.05
11089,1810.HK,,2019-08-01T00:00:00Z,9.02,9.02
11090,1810.HK,,2019-08-02T00:00:00Z,8.8,8.8
11091,1810.HK,,2019-08-05T00:00:00Z,8.92,8.92
11092,1810.HK,,2019-08-06T00:00:00Z,8.66,8.66
11093,1810.HK,,2019-08-07T00:00:00Z,8.65,8.65
11094,1810.HK,,2019-08-08T00:00:00Z,8.91,8.91
11095,1810.HK,,2019-08-09T00:00:00Z,8.94,8.94
11096,1810.HK,,2019-08-12T00:00:00Z,8.95,8.95
11097,1810.HK,,2019-08-13T00:00:00Z,8.82,8.82
11098,1810.HK,,2019-08-14T00:00:00Z,9.0,9.0
11099,1810.HK,,2019-08-15T00:00:00Z,8.81,8.81
11100,1810.HK,,2019-08-16T00:00:00Z,8.92,8.92
11101,1810.HK,,2019-08-19T00:00:00Z,9.14,9.14
11102,1810.HK,,2019-08-20T00:00:00Z,9.43,9.43
11103,1810.HK,,2019-08-21T00:00:00Z,8.96,8.96
11104,1810.HK,,2019-08-22T00:00:00Z,8.87,8.87
11105,1810.HK,,2019-08-23T00:00:00Z,8.96,8.96
11106,1810.HK,,2019-08-26T00:00:00Z,8.7,8.7
11107,1810.HK,,2019-08-27T00:00:00Z,8.79,8.79
11108,1810.HK,,2019-08-28T00:00:00Z,8.82,8.82
11109,1810.HK,,2019-08-29T00:00:00Z,8.53,8.53
11110,1810.HK,,2019-08-30T00:00:00Z,8.53,8.53
11111,1810.HK,,2019-09-02T00:00:00Z,8.35,8.35
11112,1810.HK,,2019-09-03T00:00:00Z,8.7,8.7
11113,1810.HK,,2019-09-04T00:00:00Z,8.65,8.65
11114,1810.HK,,2019-09-05T00:00:00Z,8.94,8.94
11115,1810.HK,,2019-09-06T00:00:00Z,9.08,9.08
11116,1810.HK,,2019-09-09T00:00:00Z,9.13,9.13
11117,1810.HK,,2019-09-10T00:00:00Z,9.22,9.22
11118,1810.HK,,2019-09-11T00:00:00Z,9.27,9.27
11119,1810.HK,,2019-09-12T00:00:00Z,9.4,9.4
11120,1810.HK,,2019-09-13T00:00:00Z,9.48,9.48
11121,1810.HK,,2019-09-16T00:00:00Z,9.34,9.34
11122,1810.HK,,2019-09-17T00:00:00Z,9.07,9.07
11123,1810.HK,,2019-09-18T00:00:00Z,9.15,9.15
11124,1810.HK,,2019-09-19T00:00:00Z,9.14,9.14
11125,1810.HK,,2019-09-20T00:00:00Z,9.25,9.25
11126,1810.HK,,2019-09-23T00:00:00Z,9.32,9.32
11127,1810.HK,,2019-09-24T00:00:00Z,9.32,9.32
11128,1810.HK,,2019-09-25T00:00:00Z,8.91,8.91
11129,1810.HK,,2019-09-26T00:00:00Z,8.89,8.89
11130,1810.HK,,2019-09-27T00:00:00Z,8.7,8.7
11131,1810.HK,,2019-09-30T00:00:00Z,8.8,8.8
11132,1810.HK,,2019-10-02T00:00:00Z,8.75,8.75
11133,1810.HK,,2019-10-03T00:00:00Z,8.9,8.9
11134,1810.HK,,2019-10-04T00:00:00Z,8.95,8.95
11135,1810.HK,,2019-10-08T00:00:00Z,8.79,8.79
11136,1810.HK,,2019-10-09T00:00:00Z,8.67,8.67
11137,1810.HK,,2019-10-10T00:00:00Z,8.8,8.8
11138,1810.HK,,2019-10-11T00:00:00Z,8.88,8.88
11139,1810.HK,,2019-10-14T00:00:00Z,8.93,8.93
11140,1810.HK,,2019-10-15T00:00:00Z,8.82,8.82
11141,1810.HK,,2019-10-16T00:00:00Z,8.64,8.64
11142,1810.HK,,2019-10-17T00:00:00Z,8.64,8.64
11143,1810.HK,,2019-10-18T00:00:00Z,8.55,8.55
11144,1810.HK,,2019-10-21T00:00:00Z,8.98,8.98
11145,1810.HK,,2019-10-22T00:00:00Z,8.85,8.85
11146,1810.HK,,2019-10-23T00:00:00Z,8.99,8.99
11147,1810.HK,,2019-10-24T00:00:00Z,9.04,9.04
11148,1810.HK,,2019-10-25T00:00:00Z,9.06,9.06
11149,1810.HK,,2019-10-28T00:00:00Z,9.19,9.19
11150,1810.HK,,2019-10-29T00:00:00Z,8.86,8.86
11151,1810.HK,,2019-10-30T00:00:00Z,8.79,8.79
11152,1810.HK,,2019-10-31T00:00:00Z,8.9,8.9
11153,1810.HK,,2019-11-01T00:00:00Z,8.96,8.96
11154,1810.HK,,2019-11-04T00:00:00Z,9.03,9.03
11155,1810.HK,,2019-11-05T00:00:00Z,9.03,9.03
11156,1810.HK,,2019-11-06T00:00:00Z,8.94,8.94
11157,1810.HK,,2019-11-07T00:00:00Z,8.93,8.93
11158,1810.HK,,2019-11-08T00:00:00Z,8.84,8.84
11159,1810.HK,,2019-11-11T00:00:00Z,8.54,8.54
11160,1810.HK,,2019-11-12T00:00:00Z,8.69,8.69
11161,1810.HK,,2019-11-13T00:00:00Z,8.55,8.55
11162,1810.HK,,2019-11-14T00:00:00Z,8.48,8.48
11163,1810.HK,,2019-11-15T00:00:00Z,8.51,8.51
11164,1810.HK,,2019-11-18T00:00:00Z,8.47,8.47
11165,1810.HK,,2019-11-19T00:00:00Z,8.56,8.56
11166,1810.HK,,2019-11-20T00:00:00Z,8.55,8.55
11167,1810.HK,,2019-11-21T00:00:00Z,8.4,8.4
11168,1810.HK,,2019-11-22T00:00:00Z,8.39,8.39
11169,1810.HK,,2019-11-25T00:00:00Z,8.6,8.6
11170,1810.HK,,2019-11-26T00:00:00Z,8.62,8.62
11171,1810.HK,,2019-11-27T00:00:00Z,8.73,8.73
11172,1810.HK,,2019-11-28T00:00:00Z,8.89,8.89
11173,1810.HK,,2019-11-29T00:00:00Z,8.95,8.95
11174,1810.HK,,2019-12-02T00:00:00Z,8.93,8.93
11175,1810.HK,,2019-12-03T00:00:00Z,9.01,9.01
11176,1810.HK,,2019-12-04T00:00:00Z,9.0,9.0
11177,1810.HK,,2019-12-05T00:00:00Z,9.07,9.07
11178,1810.HK,,2019-12-06T00:00:00Z,9.34,9.34
11179,1810.HK,,2019-12-09T00:00:00Z,9.32,9.32
11180,1810.HK,,2019-12-10T00:00:00Z,9.21,9.21
11181,1810.HK,,2019-12-11T00:00:00Z,9.99,9.99
11182,1810.HK,,2019-12-12T00:00:00Z,9.93,9.93
11183,1810.HK,,2019-12-13T00:00:00Z,10.4,10.4
11184,1810.HK,,2019-12-16T00:00:00Z,10.52,10.52
11185,1810.HK,,2019-12-17T00:00:00Z,10.68,10.68
11186,1810.HK,,2019-12-18T00:00:00Z,10.5,10.5
11187,1810.HK,,2019-12-19T00:00:00Z,10.36,10.36
11188,1810.HK,,2019-12-20T00:00:00Z,10.34,10.34
11189,1810.HK,,2019-12-23T00:00:00Z,10.24,10.24
11190,1810.HK,,2019-12-24T00:00:00Z,10.56,10.56
11191,1810.HK,,2019-12-27T00:00:00Z,10.8,10.8
11192,1810.HK,,2019-12-30T00:00:00Z,10.64,10.64
11193,1810.HK,,2019-12-31T00:00:00Z,10.78,10.78
11194,1810.HK,,2020-01-02T00:00:00Z,11.22,11.22
11195,1810.HK,,2020-01-03T00:00:00Z,10.9,10.9
11196,1810.HK,,2020-01-06T00:00:00Z,10.98,10.98
11197,1810.HK,,2020-01-07T00:00:00Z,11.0,11.0
11198,1810.HK,,2020-01-08T00:00:00Z,11.08,11.08
11199,1810.HK,,2020-01-09T00:00:00Z,11.5,11.5
11200,1810.HK,,2020-01-10T00:00:00Z,11.42,11.42
11201,1810.HK,,2020-01-13T00:00:00Z,11.9,11.9
11202,1810.HK,,2020-01-14T00:00:00Z,11.68,11.68
11203,1810.HK,,2020-01-15T00:00:00Z,12.26,12.26
11204,1810.HK,,2020-01-16T00:00:00Z,12.22,12.22
11205,1810.HK,,2020-01-17T00:00:00Z,13.24,13.24
11206,1810.HK,,2020-01-20T00:00:00Z,13.3,13.3
11207,1810.HK,,2020-01-21T00:00:00Z,12.76,12.76
11208,1810.HK,,2020-01-22T00:00:00Z,13.9,13.9
11209,1810.HK,,2020-01-23T00:00:00Z,13.28,13.28
11210,1810.HK,,2020-01-24T00:00:00Z,13.34,13.34
11211,1810.HK,,2020-01-29T00:00:00Z,12.6,12.6
11212,1810.HK,,2020-01-30T00:00:00Z,11.76,11.76
11213,1810.HK,,2020-01-31T00:00:00Z,11.52,11.52
11214,1810.HK,,2020-02-03T00:00:00Z,12.02,12.02
11215,1810.HK,,2020-02-04T00:00:00Z,12.54,12.54
11216,1810.HK,,2020-02-05T00:00:00Z,12.64,12.64
11217,1810.HK,,2020-02-06T00:00:00Z,12.82,12.82
11218,1810.HK,,2020-02-07T00:00:00Z,12.84,12.84
11219,1810.HK,,2020-02-10T00:00:00Z,12.96,12.96
11220,1810.HK,,2020-02-11T00:00:00Z,12.78,12.78
11221,1810.HK,,2020-02-12T00:00:00Z,12.92,12.92
11222,1810.HK,,2020-02-13T00:00:00Z,13.38,13.38
11223,1810.HK,,2020-02-14T00:00:00Z,13.1,13.1
11224,1810.HK,,2020-02-17T00:00:00Z,13.28,13.28
11225,1810.HK,,2020-02-18T00:00:00Z,12.82,12.82
11226,1810.HK,,2020-02-19T00:00:00Z,12.88,12.88
11227,1810.HK,,2020-02-20T00:00:00Z,12.9,12.9
11228,1810.HK,,2020-02-21T00:00:00Z,12.72,12.72
11229,1810.HK,,2020-02-24T00:00:00Z,12.32,12.32
11230,1810.HK,,2020-02-25T00:00:00Z,12.64,12.64
11231,1810.HK,,2020-02-26T00:00:00Z,12.46,12.46
11232,1810.HK,,2020-02-27T00:00:00Z,12.9,12.9
11233,1810.HK,,2020-02-28T00:00:00Z,12.56,12.56
11234,1810.HK,,2020-03-02T00:00:00Z,12.94,12.94
11235,1810.HK,,2020-03-03T00:00:00Z,12.78,12.78
11236,1810.HK,,2020-03-04T00:00:00Z,12.94,12.94
11237,1810.HK,,2020-03-05T00:00:00Z,13.1,13.1
11238,1810.HK,,2020-03-06T00:00:00Z,12.98,12.98
11239,1810.HK,,2020-03-09T00:00:00Z,12.06,12.06
11240,1810.HK,,2020-03-10T00:00:00Z,12.04,12.04
11241,1810.HK,,2020-03-11T00:00:00Z,11.72,11.72
11242,1810.HK,,2020-03-12T00:00:00Z,11.1,11.1
11243,1810.HK,,2020-03-13T00:00:00Z,10.98,10.98
11244,1810.HK,,2020-03-16T00:00:00Z,10.2,10.2
11245,1810.HK,,2020-03-17T00:00:00Z,10.14,10.14
11246,1810.HK,,2020-03-18T00:00:00Z,9.71,9.71
11247,1810.HK,,2020-03-19T00:00:00Z,9.53,9.53
11248,1810.HK,,2020-03-20T00:00:00Z,10.16,10.16
11249,1810.HK,,2020-03-23T00:00:00Z,9.5,9.5
11250,1810.HK,,2020-03-24T00:00:00Z,10.0,10.0
11251,1810.HK,,2020-03-25T00:00:00Z,10.34,10.34
11252,1810.HK,,2020-03-26T00:00:00Z,10.24,10.24
11253,1810.HK,,2020-03-27T00:00:00Z,10.2,10.2
11254,1810.HK,,2020-03-30T00:00:00Z,10.06,10.06
11255,1810.HK,,2020-03-31T00:00:00Z,10.44,10.44
11256,1810.HK,,2020-04-01T00:00:00Z,10.2,10.2
11257,1810.HK,,2020-04-02T00:00:00Z,10.38,10.38
11258,1810.HK,,2020-04-03T00:00:00Z,10.26,10.26
11259,1810.HK,,2020-04-06T00:00:00Z,10.5,10.5
11260,1810.HK,,2020-04-07T00:00:00Z,10.48,10.48
11261,1810.HK,,2020-04-08T00:00:00Z,10.18,10.18
11262,1810.HK,,2020-04-09T00:00:00Z,10.14,10.14
11263,1810.HK,,2020-04-14T00:00:00Z,10.18,10.18
11264,1810.HK,,2020-04-15T00:00:00Z,10.48,10.48
11265,1810.HK,,2020-04-16T00:00:00Z,10.42,10.42
11266,1810.HK,,2020-04-17T00:00:00Z,10.4,10.4
11267,1810.HK,,2020-04-20T00:00:00Z,10.34,10.34
11268,1810.HK,,2020-04-21T00:00:00Z,10.04,10.04
11269,1810.HK,,2020-04-22T00:00:00Z,10.12,10.12
11270,1810.HK,,2020-04-23T00:00:00Z,10.16,10.16
11271,1810.HK,,2020-04-24T00:00:00Z,10.0,10.0
11272,1810.HK,,2020-04-27T00:00:00Z,10.08,10.08
11273,1810.HK,,2020-04-28T00:00:00Z,10.28,10.28
11274,1810.HK,,2020-04-29T00:00:00Z,10.2,10.2
11275,1810.HK,,2020-05-04T00:00:00Z,10.0,10.0
11276,1810.HK,,2020-05-05T00:00:00Z,10.08,10.08
11277,1810.HK,,2020-05-06T00:00:00Z,10.5,10.5
11278,1810.HK,,2020-05-07T00:00:00Z,10.36,10.36
11279,1810.HK,,2020-05-08T00:00:00Z,11.2,11.2
11280,1810.HK,,2020-05-11T00:00:00Z,11.5,11.5
11281,1810.HK,,2020-05-12T00:00:00Z,11.64,11.64
11282,1810.HK,,2020-05-13T00:00:00Z,11.82,11.82
11283,1810.HK,,2020-05-14T00:00:00Z,11.96,11.96
11284,1810.HK,,2020-05-15T00:00:00Z,11.96,11.96
11285,1810.HK,,2020-05-18T00:00:00Z,12.04,12.04
11286,1810.HK,,2020-05-19T00:00:00Z,12.66,12.66
11287,1810.HK,,2020-05-20T00:00:00Z,12.8,12.8
11288,1810.HK,,2020-05-21T00:00:00Z,12.7,12.7
11289,1810.HK,,2020-05-22T00:00:00Z,11.86,11.86
11290,1810.HK,,2020-05-25T00:00:00Z,12.26,12.26
11291,1810.HK,,2020-05-26T00:00:00Z,12.42,12.42
11292,1810.HK,,2020-05-27T00:00:00Z,12.08,12.08
11293,1810.HK,,2020-05-28T00:00:00Z,11.82,11.82
11294,1810.HK,,2020-05-29T00:00:00Z,12.02,12.02
11295,1810.HK,,2020-06-01T00:00:00Z,12.14,12.14
11296,1810.HK,,2020-06-02T00:00:00Z,12.46,12.46
11297,1810.HK,,2020-06-03T00:00:00Z,12.76,12.76
11298,1810.HK,,2020-06-04T00:00:00Z,12.66,12.66
11299,1810.HK,,2020-06-05T00:00:00Z,13.02,13.02
11300,1810.HK,,2020-06-08T00:00:00Z,12.86,12.86
11301,1810.HK,,2020-06-09T00:00:00Z,12.98,12.98
11302,1810.HK,,2020-06-10T00:00:00Z,13.14,13.14
11303,1810.HK,,2020-06-11T00:00:00Z,12.82,12.82
11304,1810.HK,,2020-06-12T00:00:00Z,12.8,12.8
11305,1810.HK,,2020-06-15T00:00:00Z,12.46,12.46
11306,1810.HK,,2020-06-16T00:00:00Z,12.9,12.9
11307,1810.HK,,2020-06-17T00:00:00Z,12.5,12.5
11308,1810.HK,,2020-06-18T00:00:00Z,12.66,12.66
11309,1810.HK,,2020-06-19T00:00:00Z,12.9,12.9
11310,1810.HK,,2020-06-22T00:00:00Z,12.56,12.56
11311,1810.HK,,2020-06-23T00:00:00Z,12.72,12.72
11312,1810.HK,,2020-06-24T00:00:00Z,13.88,13.88
11313,1810.HK,,2020-06-26T00:00:00Z,13.32,13.32
11314,1810.HK,,2020-06-29T00:00:00Z,13.0,13.0
11315,1810.HK,,2020-06-30T00:00:00Z,12.84,12.84
11316,1810.HK,,2020-07-02T00:00:00Z,13.6,13.6
11317,1810.HK,,2020-07-03T00:00:00Z,14.26,14.26
11318,1810.HK,,2020-07-06T00:00:00Z,14.98,14.98
11319,1810.HK,,2020-07-07T00:00:00Z,14.78,14.78
11320,1810.HK,,2020-07-08T00:00:00Z,16.1,16.1
11321,1810.HK,,2020-07-09T00:00:00Z,16.84,16.84
11322,1810.HK,,2020-07-10T00:00:00Z,16.88,16.88
11323,1810.HK,,2020-07-13T00:00:00Z,17.04,17.04
11324,1810.HK,,2020-07-14T00:00:00Z,16.42,16.42
11325,1810.HK,,2020-07-15T00:00:00Z,16.36,16.36
11326,1810.HK,,2020-07-16T00:00:00Z,15.08,15.08
11327,1810.HK,,2020-07-17T00:00:00Z,15.5,15.5
11328,1810.HK,,2020-07-20T00:00:00Z,15.82,15.82
11329,1810.HK,,2020-07-21T00:00:00Z,16.6,16.6
11330,1810.HK,,2020-07-22T00:00:00Z,15.64,15.64
11331,1810.HK,,2020-07-23T00:00:00Z,15.94,15.94
11332,1810.HK,,2020-07-24T00:00:00Z,15.1,15.1
11333,1810.HK,,2020-07-27T00:00:00Z,14.64,14.64
11334,1810.HK,,2020-07-28T00:00:00Z,14.86,14.86
11335,1810.HK,,2020-07-29T00:00:00Z,14.9,14.9
11336,1810.HK,,2020-07-30T00:00:00Z,14.76,14.76
11337,1810.HK,,2020-07-31T00:00:00Z,14.82,14.82
11338,1810.HK,,2020-08-03T00:00:00Z,15.02,15.02
11339,1810.HK,,2020-08-04T00:00:00Z,15.5,15.5
11340,1810.HK,,2020-08-05T00:00:00Z,15.58,15.58
11341,1810.HK,,2020-08-06T00:00:00Z,15.92,15.92
11342,1810.HK,,2020-08-07T00:00:00Z,15.44,15.44
11343,1810.HK,,2020-08-10T00:00:00Z,15.14,15.14
11344,1810.HK,,2020-08-11T00:00:00Z,15.02,15.02
11345,1810.HK,,2020-08-12T00:00:00Z,15.06,15.06
11346,1810.HK,,2020-08-13T00:00:00Z,15.2,15.2
11347,1810.HK,,2020-08-14T00:00:00Z,15.34,15.34
11348,1810.HK,,2020-08-17T00:00:00Z,16.2,16.2
11349,1810.HK,,2020-08-18T00:00:00Z,17.24,17.24
11350,1810.HK,,2020-08-19T00:00:00Z,17.82,17.82
11351,1810.HK,,2020-08-20T00:00:00Z,18.18,18.18
11352,1810.HK,,2020-08-21T00:00:00Z,18.16,18.16
11353,1810.HK,,2020-08-24T00:00:00Z,18.44,18.44
11354,1810.HK,,2020-08-25T00:00:00Z,18.12,18.12
11355,1810.HK,,2020-08-26T00:00:00Z,19.16,19.16
11356,1810.HK,,2020-08-27T00:00:00Z,21.35,21.35
11357,1810.HK,,2020-08-28T00:00:00Z,22.5,22.5
11358,1810.HK,,2020-08-31T00:00:00Z,23.5,23.5
11359,1810.HK,,2020-09-01T00:00:00Z,25.6,25.6
11360,1810.HK,,2020-09-02T00:00:00Z,25.7,25.7
11361,1810.HK,,2020-09-03T00:00:00Z,23.9,23.9
11362,1810.HK,,2020-09-04T00:00:00Z,24.5,24.5
11363,1810.HK,,2020-09-07T00:00:00Z,24.15,24.15
11364,1810.HK,,2020-09-08T00:00:00Z,22.4,22.4
11365,1810.HK,,2020-09-09T00:00:00Z,22.1,22.1
11366,1810.HK,,2020-09-10T00:00:00Z,22.45,22.45
11367,1810.HK,,2020-09-11T00:00:00Z,23.25,23.25
11368,1810.HK,,2020-09-14T00:00:00Z,23.55,23.55
11369,1810.HK,,2020-09-15T00:00:00Z,22.35,22.35
11370,1810.HK,,2020-09-16T00:00:00Z,22.75,22.75
11371,1810.HK,,2020-09-17T00:00:00Z,21.3,21.3
11372,1810.HK,,2020-09-18T00:00:00Z,22.05,22.05
11373,1810.HK,,2020-09-21T00:00:00Z,20.6,20.6
11374,1810.HK,,2020-09-22T00:00:00Z,20.45,20.45
11375,1810.HK,,2020-09-23T00:00:00Z,20.85,20.85
11376,1810.HK,,2020-09-24T00:00:00Z,19.84,19.84
11377,1810.HK,,2020-09-25T00:00:00Z,19.72,19.72
11378,1810.HK,,2020-09-28T00:00:00Z,20.2,20.2
11379,1810.HK,,2020-09-29T00:00:00Z,20.05,20.05
11380,1810.HK,,2020-09-30T00:00:00Z,20.45,20.45
11381,1810.HK,,2020-10-05T00:00:00Z,20.8,20.8
11382,1810.HK,,2020-10-06T00:00:00Z,21.4,21.4
11383,1810.HK,,2020-10-07T00:00:00Z,21.7,21.7
11384,1810.HK,,2020-10-08T00:00:00Z,20.85,20.85
11385,1810.HK,,2020-10-09T00:00:00Z,20.95,20.95
11386,1810.HK,,2020-10-12T00:00:00Z,22.7,22.7
11387,1810.HK,,2020-10-12T00:00:00Z,22.7,22.7
11388,1810.HK,,2020-10-14T00:00:00Z,23.25,23.25
11389,1810.HK,,2020-10-15T00:00:00Z,22.45,22.45
