,Instrument,Price High,Price Low,Price Open,Price Close,Volume
1594,NVDA.O,115.4,113.37,114.18,114.5,190194778
1595,NVDA.O,114.665,112.66,112.905,113.82,133163241
1596,NVDA.O,114.74,110.822,111.48,113.54,158525621
1597,NVDA.O,117.68,112.2818,113.045,117.06,207827821
1598,NVDA.O,118.68,115.85,118.25,117.37,198428122
1599,NVDA.O,118.23,115.21,117.35,116.65,132972189
1600,TSLA.O,21.008645658,19.91998008,20.40664626,20.674645992,174879894
1601,TSLA.O,20.62664604,19.825313508,20.4666462,20.023979976,104477864
1602,TSLA.O,21.1999788,20.181979818,20.3999796,21.179312154,110911850
1603,TSLA.O,22.449310884,21.183365483,21.447978552,22.330644336,113268488
1604,TSLA.O,22.933977066,21.801311532,22.797310536,22.35664431,105127845
1605,TSLA.O,22.900143767,22.097977902,22.3666443,22.568644098,81494256
1606,TSLA.O,23.025976974,22.119311214,22.29331104,22.997977002,90845400
1607,TSLA.O,23.227310106,22.584644082,22.805977194,23.150643516,75585855
1608,TSLA.O,22.8333105,22.2666444,22.825310508,22.29331104,78709338
1609,TSLA.O,23.25331008,22.2999777,22.333311,22.961977038,90848940
1610,TSLA.O,23.4666432,22.8999771,22.985310348,23.06997693,70376155
1611,TSLA.O,23.4333099,22.94331039,23.080643586,23.153976846,55151050
1612,TSLA.O,21.808624858,19.981986685,21.5333118,20.150646516,362261807
1613,TSLA.O,20.5333128,19.6999803,20.321313012,19.927980072,181001296
1614,TSLA.O,19.6333137,18.779314554,19.4999805,19.172647494,187950082
1615,TSLA.O,19.578647088,18.618854714,18.868647798,19.433980566,120182445
1616,TSLA.O,19.901280099,19.30331403,19.625980374,19.802646864,108871278
1617,TSLA.O,19.830646836,19.18331415,19.527313806,19.758646908,96349281
1618,TSLA.O,19.90375343,19.45331388,19.684646982,19.830646836,69325449
1619,TSLA.O,20.5999794,19.899313434,20.02997997,20.584646082,168754938
1620,TSLA.O,20.770885896,19.5999804,20.0666466,20.467979532,188538863
1621,TSLA.O,21.07331226,20.2333131,20.361312972,20.813979186,109251724
1622,TSLA.O,21.01997898,20.125313208,20.865312468,20.859312474,110281340
1623,TSLA.O,21.495978504,20.81660585,20.832645834,21.42331191,101141576
1624,TSLA.O,21.615978384,21.041578958,21.305978694,21.147978852,75578265
1625,TSLA.O,20.97997902,20.1999798,20.88664578,20.500646166,97809262
1626,TSLA.O,20.496312837,19.8999801,20.455312878,20.38664628,87663267
1627,TSLA.O,21.23997876,20.6999793,20.77331256,20.855979144,106945801
1628,TSLA.O,21.212645454,20.641312692,21.07997892,20.787312546,82763632
1629,TSLA.O,20.84997915,20.371312962,20.82331251,20.544646122,77124332
1630,TSLA.O,20.451312882,20.0666466,20.225313108,20.251313082,78012558
1631,TSLA.O,20.5333128,20.25997974,20.2999797,20.525312808,58574263
1632,TSLA.O,20.769592564,20.364646302,20.437312896,20.375979624,62526707
1633,TSLA.O,20.41997958,19.9333134,20.293979706,20.170646496,107131862
1634,TSLA.O,20.215973117,19.3666473,20.120646546,19.415313918,133637863
1635,TSLA.O,19.7666469,19.47331386,19.632647034,19.647313686,86108456
1636,TSLA.O,20.193606473,19.800013533,19.860646806,19.917980082,99397929
1637,TSLA.O,20.133979866,19.251320749,19.481313852,19.857313476,128738153
1638,TSLA.O,21.086312247,20.03664663,20.118646548,20.982645684,167758787
1639,TSLA.O,21.333312,20.720645946,21.261312072,21.325312008,157809952
1640,TSLA.O,20.475312858,19.45998054,20.462646204,19.652647014,343670968
1641,TSLA.O,19.9333134,18.851981148,19.874646792,19.023980976,256452526
1642,TSLA.O,18.9333144,18.00664866,18.7999812,18.435981564,281471381
1643,TSLA.O,18.767034566,18.292648374,18.431981568,18.415981584,155032430
1644,TSLA.O,18.97998102,18.28331505,18.589314744,18.439314894,141637386
1645,TSLA.O,19.039314294,18.392648274,18.460648206,18.942647724,132294507
1646,TSLA.O,19.418647248,18.6999813,18.901314432,19.394647272,110884280
1647,TSLA.O,19.204647462,18.737314596,19.099314234,18.890647776,112562167
1648,TSLA.O,19.465980534,18.84664782,18.92664774,19.263980736,102670887
1649,TSLA.O,19.692646974,19.219314114,19.49664717,19.330647336,106551811
1650,TSLA.O,18.914941085,18.29331504,18.900647766,18.361981638,221783186
1651,TSLA.O,18.53664813,17.81998218,18.3999816,17.965982034,154214854
1652,TSLA.O,18.21998178,17.563982436,17.8333155,17.831315502,177009627
1653,TSLA.O,18.331315002,17.75331558,17.979315354,18.23998176,103623463
1654,TSLA.O,18.42998157,17.89664877,18.17331516,18.267981732,89206559
1655,TSLA.O,18.18664848,17.5999824,18.171981828,17.635315698,131184266
1656,TSLA.O,17.545315788,16.963983036,17.313982686,17.361315972,153225588
1657,TSLA.O,18.017315316,17.628649038,17.629315704,17.851315482,110264330
1658,TSLA.O,18.357981642,17.878902121,17.91664875,18.321981678,131687621
1659,TSLA.O,18.688647978,18.33998166,18.477314856,18.574648092,101611496
1660,TSLA.O,18.677314656,18.2999817,18.57998142,18.657314676,89870159
1661,TSLA.O,19.27998072,18.752047915,18.841314492,19.278647388,121656706
1662,TSLA.O,19.295980704,18.925314408,19.21998078,19.058647608,82184182
1663,TSLA.O,19.744646922,19.144647522,19.154647512,19.453980546,118948078
1664,TSLA.O,18.07998192,17.372649294,17.459315874,17.851982148,355811290
1665,TSLA.O,18.40664826,17.740648926,17.990648676,18.330648336,195574050
1666,TSLA.O,18.743981256,18.029315304,18.512648154,18.21331512,156156696
1667,TSLA.O,18.333315,17.973982026,18.10998189,18.153981846,88560553
1668,TSLA.O,18.558648108,18.192815141,18.449314884,18.403981596,105919815
1669,TSLA.O,18.0333153,17.70664896,17.88664878,17.894648772,147539052
1670,TSLA.O,18.12998187,17.788648878,18.014648652,17.84664882,101189711
1671,TSLA.O,17.925315408,17.241982758,17.908648758,17.758648908,150578835
1672,TSLA.O,18.333315,17.647982352,17.71664895,18.223981776,109094059
1673,TSLA.O,18.319315014,17.902315431,18.31664835,18.081981918,76897096
1674,TSLA.O,18.322648344,17.98331535,18.081981918,18.217315116,88144963
1675,TSLA.O,17.978648688,17.498649168,17.9333154,17.51664915,182207297
1676,TSLA.O,17.70664896,17.04998295,17.34331599,17.59331574,164158049
1677,TSLA.O,17.687982312,17.1999828,17.58998241,17.243982756,160911970
1678,TSLA.O,17.2666494,16.404650262,16.999983,16.508650158,327741222
1679,TSLA.O,16.445316888,15.408651258,16.4333169,15.675984324,335410970
1680,TSLA.O,16.265317068,15.477984522,15.723984276,16.097983902,250717390
1681,TSLA.O,16.280650386,15.7999842,16.137317196,15.912650754,141969561
1682,TSLA.O,15.999984,15.4333179,15.92331741,15.600651066,160565470
1683,TSLA.O,16.475316858,15.847984152,16.367983632,16.27331706,272390357
1684,TSLA.O,17.107316226,16.232650434,16.257317076,17.001982998,355601920
1685,TSLA.O,17.223309443,16.5666501,16.667983332,17.022649644,162509307
1686,TSLA.O,17.147316186,16.33998366,17.11998288,16.470650196,151971271
1687,TSLA.O,16.706583293,16.27998372,16.462650204,16.322650344,92646692
1688,TSLA.O,16.245317088,15.79621087,16.1333172,16.131983868,100670830
1689,TSLA.O,16.132650534,15.734650932,15.98331735,15.967984032,105125145
1690,TSLA.O,15.497984502,14.9666517,15.467317866,15.133984866,162522102
1691,TSLA.O,15.6333177,15.1999848,15.28665138,15.487317846,108786288
1692,TSLA.O,15.495984504,15.01665165,15.287984712,15.46331787,109439749
1693,TSLA.O,15.3999846,15.0999849,15.299318034,15.221984778,112249207
1694,TSLA.O,14.815985184,13.927986072,14.797318536,14.068652598,266800256
1695,TSLA.O,13.7333196,13.01665365,13.51998648,13.690652976,307893232
1696,TSLA.O,13.82665284,13.069320264,13.183986816,13.671986328,270058755
1697,TSLA.O,13.595986404,12.785320548,13.27332006,12.848653818,280278085
1698,TSLA.O,13.297653369,12.414654252,12.955987044,13.032653634,398207528
1699,TSLA.O,13.331986668,12.583354083,13.321986678,12.708653958,212048792
1700,TSLA.O,12.999987,12.52332081,12.74665392,12.57998742,154693669
1701,TSLA.O,12.825987174,12.335994331,12.47332086,12.657320676,179529749
1702,TSLA.O,12.816987183,12.467987532,12.58332075,12.547987452,118897243
1703,TSLA.O,12.661347339,12.27332106,12.33998766,12.343987656,156101136
1704,TSLA.O,12.445320888,11.799448201,12.367320966,11.931321402,195966345
1705,TSLA.O,12.931987068,11.973988026,12.07332126,12.90665376,207113037
1706,TSLA.O,13.418533248,12.789893877,13.245320088,13.105986894,202661542
1707,TSLA.O,14.0666526,13.45331988,13.629319704,13.72998627,303632568
1708,TSLA.O,14.056239277,13.566586433,13.666653,13.6333197,240053145
1709,TSLA.O,14.462652204,13.933986066,14.01665265,14.191985808,158775743
1710,TSLA.O,14.72665194,14.2333191,14.609552057,14.47331886,174803229
1711,TSLA.O,14.891985108,13.9333194,14.86331847,13.950652716,227963387
1712,TSLA.O,14.32665234,13.834006166,14.025319308,14.260652406,122524022
1713,TSLA.O,14.44331889,14.02665264,14.08331925,14.327985672,111501141
1714,TSLA.O,15.1333182,14.284652382,14.365318968,15.001984998,184752229
1715,TSLA.O,15.649317684,14.837318496,15.247984752,14.982651684,190737010
1716,TSLA.O,15.184651482,14.737318596,15.007318326,15.095318238,98627123
1717,TSLA.O,15.12665154,14.42331891,14.8666518,14.641318692,177952107
1718,TSLA.O,14.811985188,14.3666523,14.414652252,14.790651876,123031293
1719,TSLA.O,15.057318276,14.734651932,14.882651784,14.909318424,86261651
1720,TSLA.O,15.022651644,14.632652034,14.959318374,14.650652016,92731157
1721,TSLA.O,15.148651518,14.53998546,14.687318646,14.617985382,127608247
1722,TSLA.O,14.85998514,14.48998551,14.62998537,14.855985144,95095745
1723,TSLA.O,15.011318322,14.71998528,14.732651934,14.897318436,102770862
1724,TSLA.O,15.539951127,15.085318248,15.347317986,15.144651522,123569583
1725,TSLA.O,15.27665139,14.814651852,15.259318074,14.96998503,138885543
1726,TSLA.O,16.104650562,15.633984366,15.959317374,15.65998434,213017433
1727,TSLA.O,15.69665097,15.38665128,15.637984362,15.53998446,105986175
1728,TSLA.O,15.48331785,15.243984756,15.415984584,15.355984644,88208218
1729,TSLA.O,15.3999846,15.151984848,15.264651402,15.337317996,92862617
1730,TSLA.O,15.929317404,15.542651124,15.60998439,15.927984072,137186177
1731,TSLA.O,16.0999839,15.71998428,15.875984124,15.90665076,112716562
1732,TSLA.O,16.358650308,15.980650686,15.98331735,16.338650328,138007953
1733,TSLA.O,16.961316372,16.323983676,16.5333168,16.8999831,165001545
1734,TSLA.O,16.901983098,16.528816805,16.61998338,16.825316508,122234957
1735,TSLA.O,17.220649446,16.88998311,17.044649622,16.990649676,146471051
1736,TSLA.O,17.04998295,16.792316541,17.00331633,16.902649764,71467316
1737,TSLA.O,17.330649336,16.974649692,17.045982954,17.211982788,105726255
1738,TSLA.O,17.476982523,16.946056387,17.24998275,17.045316288,102694197
1739,TSLA.O,17.365315968,16.9666497,17.113982886,17.344649322,75346890
1740,TSLA.O,17.737982262,17.210656123,17.277982722,17.658649008,166092691
1741,TSLA.O,15.6333177,15.036658297,15.5666511,15.254651412,336274116
1742,TSLA.O,15.350651316,14.81665185,15.127984872,15.202651464,150415605
1743,TSLA.O,15.729317604,15.068818265,15.139318194,15.717984282,139100104
1744,TSLA.O,16.223983776,15.478651188,15.52665114,16.150650516,121635331
1745,TSLA.O,16.445316888,15.776657557,16.1999838,16.107317226,137673257
1746,TSLA.O,16.300650366,15.451317882,16.17665049,15.58998441,123892863
1747,TSLA.O,15.751317582,15.281984718,15.42331791,15.622651044,92047307
1748,TSLA.O,15.424471242,15.051651615,15.30665136,15.221318112,105424290
1749,TSLA.O,15.4999845,15.04998495,15.458651208,15.38331795,83463083
1750,TSLA.O,15.571237762,15.05331828,15.0999849,15.561317772,71647571
1751,TSLA.O,15.98665068,15.50998449,15.62998437,15.88665078,79115314
1752,TSLA.O,15.930650736,15.587317746,15.736884263,15.667317666,58473718
1753,TSLA.O,15.717984282,15.24998475,15.532651134,15.267318066,69959124
1754,TSLA.O,15.7333176,15.16998483,15.253984746,15.666651,73035043
1755,TSLA.O,15.4333179,14.445985554,15.413984586,14.641318692,143439008
1756,TSLA.O,14.770651896,14.10331923,14.723985276,14.375985624,123479403
1757,TSLA.O,14.815985184,14.401318932,14.443985556,14.662652004,78110718
1758,TSLA.O,15.188651478,14.77998522,14.947318386,15.121984878,79676299
1759,TSLA.O,15.272651394,14.969318364,15.174651492,15.057318276,62557967
1760,TSLA.O,14.881318452,14.50665216,14.800651866,14.721985278,116996276
1761,TSLA.O,15.02665164,14.547985452,14.85331848,14.80998519,98474558
1762,TSLA.O,14.744651922,14.0666526,14.664652002,14.09331924,128395688
1763,TSLA.O,14.334652332,14.102652564,14.23998576,14.333319,75816285
1764,TSLA.O,14.58665208,14.135319198,14.382652284,14.271985728,81310986
1765,TSLA.O,14.48331885,14.153985846,14.245985754,14.372652294,48579423
1766,TSLA.O,14.89331844,14.5333188,14.5999854,14.780651886,77746637
1767,TSLA.O,15.495984504,14.947518386,15.27665139,15.040651626,139916764
1768,TSLA.O,15.26331807,14.877318456,14.938651728,15.000651666,80408270
1769,TSLA.O,15.230651436,14.613652053,15.125984874,14.711985288,86530526
1770,TSLA.O,15.31998468,14.72331861,14.8333185,15.305318028,111049941
1771,TSLA.O,15.309318024,15.011318322,15.14665152,15.16331817,62840642
1772,TSLA.O,15.583984416,15.281984718,15.333318,15.452651214,72040107
1773,TSLA.O,15.702650964,15.262651404,15.38665128,15.702650964,73255783
1774,TSLA.O,16.544923455,15.7333176,15.825317508,16.47331686,150641805
1775,TSLA.O,16.8999831,16.29331704,16.51331682,16.391316942,128718278
1776,TSLA.O,16.56331677,16.324317009,16.463983536,16.34665032,79697254
1777,TSLA.O,16.495316838,16.077983922,16.3999836,16.187317146,70921510
1778,TSLA.O,16.37331696,16.024650642,16.164650502,16.319317014,59203694
1779,TSLA.O,16.544550122,16.157983842,16.333317,16.232650434,63421608
1780,TSLA.O,16.529316804,16.322650344,16.3999836,16.43998356,73247098
1781,TSLA.O,16.463050204,15.877317456,16.432650234,16.041317292,97594057
1782,TSLA.O,16.345276988,15.947984052,15.999984,16.081983918,65874515
1783,TSLA.O,16.132650534,14.840651826,16.101317232,14.880651786,194116874
1784,TSLA.O,15.265318068,14.557318776,14.970651696,15.24665142,141664431
1785,TSLA.O,16.220650446,15.15998484,15.377317956,16.170650496,181181956
1786,TSLA.O,16.580650086,15.915317418,16.14665052,16.141983858,166847851
1787,TSLA.O,16.265317068,15.740724259,16.1999838,16.057983942,89192504
1788,TSLA.O,16.39665027,15.941984058,16.0999839,16.312650354,92944442
1789,TSLA.O,16.30998369,15.961984038,16.219317114,16.208650458,93848313
1790,TSLA.O,15.631984368,14.951985048,15.457317876,15.535317798,227066672
1791,TSLA.O,15.651984348,15.204651462,15.440651226,15.428651238,120317820
1792,TSLA.O,15.903984096,15.23665143,15.31998468,15.847984152,121304476
1793,TSLA.O,16.262650404,15.6333177,15.724650942,16.00331733,130535200
1794,TSLA.O,16.486316847,16.04331729,16.087983912,16.301983698,104025599
1795,TSLA.O,16.618650048,16.105317228,16.351983648,16.315983684,94701349
1796,TSLA.O,16.738649928,16.453983546,16.47665019,16.525983474,127322512
1797,TSLA.O,17.23664943,16.475316858,16.52665014,17.130649536,153403098
1798,TSLA.O,17.333316,16.941316392,17.17998282,17.192649474,97191937
1799,TSLA.O,17.47331586,17.127982872,17.159316174,17.31664935,100564645
1800,TSLA.O,17.651982348,17.344649322,17.4999825,17.464649202,71685716
1801,TSLA.O,17.51998248,17.00664966,17.37998262,17.12998287,86305076
1802,TSLA.O,17.2999827,16.678649988,17.221982778,16.8999831,76621591
1803,TSLA.O,17.221982778,16.72331661,16.954649712,17.038649628,69376494
1804,TSLA.O,17.075982924,16.75664991,16.9666497,16.978649688,168242898
1805,TSLA.O,20.328646338,19.27998072,19.891313442,19.978646688,447288912
1806,TSLA.O,21.999978,19.740646926,19.847980152,21.875311458,450091815
1807,TSLA.O,22.722643944,21.50664516,21.835978164,21.847311486,283054573
1808,TSLA.O,21.61997838,20.98331235,21.332645334,21.081312252,190264195
1809,TSLA.O,21.252645414,20.664646002,20.8666458,21.000645666,144627294
1810,TSLA.O,21.2666454,20.8666458,20.87331246,20.994645672,76004416
1811,TSLA.O,21.098645568,20.65331268,21.087978912,20.887312446,95759030
1812,TSLA.O,21.462645204,20.617312716,20.98664568,21.164645502,131805731
1813,TSLA.O,21.567311766,21.074512259,21.307978692,21.147978852,104151359
1814,TSLA.O,21.781311552,20.9666457,21.1999788,21.771978228,119114099
1815,TSLA.O,22.7666439,21.867978132,21.942644724,22.369310964,217010437
1816,TSLA.O,22.497310836,22.1666445,22.2999777,22.475977524,91113406
1817,TSLA.O,23.279310054,22.7999772,22.92997707,23.005976994,149905484
1818,TSLA.O,23.357976642,22.935977064,23.12664354,23.328643338,110390855
1819,TSLA.O,23.755309578,23.011976988,23.666643,23.073976926,127018072
1820,TSLA.O,23.589309744,22.860643806,23.073976926,23.28997671,97075642
1821,TSLA.O,23.51997648,23.223976776,23.375976624,23.477976522,72188517
1822,TSLA.O,23.54330979,23.07331026,23.527743139,23.332643334,66127641
1823,TSLA.O,23.999309334,23.18664348,23.44997655,23.967976032,116041286
1824,TSLA.O,24.07997592,23.304643362,23.999976,23.481309852,101009576
1825,TSLA.O,24.055975944,23.6002364,23.633976366,23.655309678,91650286
1826,TSLA.O,22.7333106,21.999978,22.677310656,22.202644464,253059883
1827,TSLA.O,22.971310362,22.297311036,22.954643712,22.422644244,185186660
1828,TSLA.O,22.3666443,21.80664486,22.351310982,21.927978072,119343704
1829,TSLA.O,22.261977738,21.904644762,22.074644592,22.085977914,83451968
1830,TSLA.O,22.083977916,21.8333115,22.073977926,21.995978004,36984471
1831,TSLA.O,22.425490908,21.912444754,21.95997804,22.324644342,91229881
1832,TSLA.O,22.527310806,22.145711188,22.174644492,22.41331092,99202239
1833,TSLA.O,22.523977476,22.18997781,22.51664415,22.201977798,83043908
1834,TSLA.O,22.294824372,21.81664485,22.188644478,22.024644642,56054696
1835,TSLA.O,22.590644076,22.317977682,22.333311,22.392644274,114284169
1836,TSLA.O,22.96331037,22.338644328,22.439310894,22.635310698,135603390
1837,TSLA.O,23.381976618,22.620644046,22.663977336,23.255976744,132599397
1838,TSLA.O,23.812636187,23.405976594,23.458409875,23.51330982,103787533
1839,TSLA.O,24.182642484,23.548643118,23.661309672,23.978642688,116643281
1840,TSLA.O,24.347308986,23.642643024,24.06997593,23.892642774,98614313
1841,TSLA.O,25.573974426,24.1666425,24.16997583,25.4333079,273314373
1842,TSLA.O,25.6999743,25.05997494,25.265974734,25.265974734,127556752
1843,TSLA.O,26.347973652,25.371974628,25.375307958,26.20997379,212046092
1844,TSLA.O,27.12330621,26.4333069,26.487973512,26.935973064,271804876
1845,TSLA.O,27.5333058,26.678973321,27.352639314,27.039306294,221778311
1846,TSLA.O,28.133971866,27.333306,27.451972548,27.947972052,199992514
1847,TSLA.O,28.364638302,27.512472488,27.890638776,28.34997165,120820920
1848,TSLA.O,28.898637768,28.42330491,28.527304806,28.729304604,159724494
1849,TSLA.O,29.020637646,28.407304926,28.999971,28.691971308,149352554
1850,TSLA.O,28.5999714,27.283899383,28.585971414,27.64663902,189019164
1851,TSLA.O,28.085971914,26.805306528,26.999993,27.888638778,154386994
1852,TSLA.O,28.713017954,28.113971886,28.2999717,28.683971316,143375933
1853,TSLA.O,30.2666364,29.127970872,29.3666373,29.533970466,266920721
1854,TSLA.O,30.103969896,29.333304,29.364637302,30.102636564,152362637
1855,TSLA.O,31.441968558,30.223636443,30.75996924,31.270635396,273137343
1856,TSLA.O,33.232633434,31.215302118,31.57996842,32.809300524,467991362
1857,TSLA.O,33.25330008,31.524635142,33.13996686,32.089301244,426948216
1858,TSLA.O,32.329301004,31.57996842,32.119301214,31.87663479,194652674
1859,TSLA.O,35.041964958,32.7999672,32.8999671,34.990631676,399518604
1860,TSLA.O,36.493963506,34.99329834,36.283630383,35.861297472,435921090
1861,TSLA.O,35.855964144,34.452318881,35.317298016,34.5666321,260532725
1862,TSLA.O,34.297299036,32.811300522,32.91663375,34.232632434,326050121
1863,TSLA.O,34.377958955,33.543966456,33.840632826,34.0332993,204436299
1864,TSLA.O,36.571963428,35.227298106,35.34996465,36.47996352,267052332
1865,TSLA.O,39.6332937,37.27329606,38.125961874,37.970628696,470535890
1866,TSLA.O,38.7999612,37.04014296,37.61662905,38.14662852,294765924
1867,TSLA.O,38.257295076,36.950629716,38.041961958,37.654629012,215304215
1868,TSLA.O,37.629295704,35.951964048,36.132630534,37.201296132,204121224
1869,TSLA.O,38.453961546,37.205296128,37.899295434,37.79329554,176827571
1870,TSLA.O,39.319954013,37.828628838,38.379294954,38.732627934,273250353
1871,TSLA.O,43.391956608,41.1999588,42.161291172,42.720623946,435085575
1872,TSLA.O,43.5332898,42.167957832,42.666624,43.371289962,235789225
1873,TSLA.O,52.409280924,44.901288432,44.912621754,51.999948,708503133
1874,TSLA.O,64.599262067,55.591944408,58.863941136,59.137274196,914082284
1875,TSLA.O,56.398610268,46.940659726,54.883945116,48.97995102,726358281
1876,TSLA.O,53.055280278,45.7999542,46.661286672,49.930616736,598211878
1877,TSLA.O,51.31661535,48.666618,48.70328463,49.871283462,255953070
1878,TSLA.O,54.665945334,50.15994984,53.33328,51.418615248,370337815
1879,TSLA.O,52.233687766,50.5332828,51.252615414,51.625281708,175462270
1880,TSLA.O,52.64994735,50.891282442,51.857948142,51.152615514,180337230
1881,TSLA.O,54.5332788,48.999951,49.455950544,53.5999464,394340614
1882,TSLA.O,54.197945802,52.3666143,52.481280852,53.335279998,235405900
1883,TSLA.O,57.333276,55.490611176,56.10661056,57.22660944,250475785
1884,TSLA.O,62.985270348,60.067939932,61.5666051,61.161272172,381344751
1885,TSLA.O,60.7999392,57.329276004,60.79660587,59.960606706,264523659
1886,TSLA.O,60.870605796,58.69660797,60.465272868,60.0666066,215091905
1887,TSLA.O,57.5666091,54.81327852,55.9332774,55.585944414,227882672
1888,TSLA.O,57.10660956,52.4666142,56.5999434,53.327280006,259357474
1889,TSLA.O,54.220612446,51.740614926,52.1666145,51.91994808,212307857
1890,TSLA.O,49.317950682,44.5999554,48.666618,45.2666214,364157764
1891,TSLA.O,46.034620632,40.767959232,41.97995802,44.532622134,368462933
1892,TSLA.O,49.579283754,45.777954222,47.417285916,49.574617092,302925167
1893,TSLA.O,53.798612868,47.740658926,53.666613,49.700616966,386760431
1894,TSLA.O,51.101282232,48.315585018,50.930635736,49.9666167,225734880
1895,TSLA.O,49.71661695,47.871285462,48.251285082,48.302618364,162790017
1896,TSLA.O,47.1332862,45.617954382,46.000187333,46.898619768,189943959
1897,TSLA.O,44.199822467,40.333293,40.359292974,40.5332928,256106356
1898,TSLA.O,44.5332888,40.5332928,43.961956038,43.021956978,233916878
1899,TSLA.O,43.571956428,40.8666258,42.67995732,42.281957718,201204006
1900,TSLA.O,39.6332937,36.41663025,38.725961274,37.36996263,283636063
1901,TSLA.O,40.504626162,33.4666332,39.666627,36.441296892,339604149
1902,TSLA.O,32.991293675,29.477970522,31.2999487,29.671303662,307342267
1903,TSLA.O,31.45663521,26.3999736,29.333970666,28.67997132,359919059
1904,TSLA.O,26.990639676,23.367309966,25.9333074,24.081309252,356792786
1905,TSLA.O,30.1333032,23.897309436,24.979741687,28.509304824,452932352
1906,TSLA.O,31.7999682,28.385971614,29.21330412,28.501971498,424282954
1907,TSLA.O,29.466630533,27.3666393,28.90663776,28.952637714,246818481
1908,TSLA.O,34.245965754,31.5999684,31.81996818,33.666633,343427893
1909,TSLA.O,37.1332962,34.073965926,36.34996365,35.94996405,318341493
1910,TSLA.O,37.333296,34.14996585,36.492630174,35.210631456,261331491
1911,TSLA.O,35.05329828,32.935300398,33.666633,34.290632376,215661335
1912,TSLA.O,34.443105557,32.748633918,34.017299316,33.475299858,179971184
1913,TSLA.O,36.197297136,33.1333002,33.41663325,34.9332984,266572541
1914,TSLA.O,34.26361907,31.67330166,33.5999664,32.103967896,200297900
1915,TSLA.O,32.950627049,29.75997024,32.068634598,30.297969702,297876702
1916,TSLA.O,34.365965634,31.225975441,33.9666327,32.000634666,338431478
1917,TSLA.O,34.7332986,33.197300136,34.07996592,34.415965584,223527763
1918,TSLA.O,37.666629,35.489297844,36.333297,36.36329697,268797028
1919,TSLA.O,37.147169519,35.555297778,36.94662972,36.589296744,189840549
1920,TSLA.O,38.345414988,37.140629526,37.472629194,38.1999618,204750204
1921,TSLA.O,43.4666232,38.701961298,39.343960656,43.39662327,337131652
1922,TSLA.O,49.458617208,46.161953838,46.597953402,47.325952674,458648123
1923,TSLA.O,50.208616458,47.333286,49.4666172,48.655284678,353655368
1924,TSLA.O,50.62994937,47.114286219,47.795952204,49.680616986,309868239
1925,TSLA.O,51.66328167,49.843950156,51.485281848,50.259283074,196923751
1926,TSLA.O,51.037948962,47.480619186,48.84661782,49.757283576,221198876
1927,TSLA.O,50.221949778,44.919288414,48.674617992,45.781287552,303136698
1928,TSLA.O,48.9332844,45.913954086,46.931953068,48.807284526,213372678
1929,TSLA.O,48.9332844,46.875286458,48.50661816,47.041952958,198550653
1930,TSLA.O,48.715284618,46.545286788,47.387285946,48.34328499,198564378
1931,TSLA.O,53.299280034,48.999951,49.173950826,53.24994675,310221940
1932,TSLA.O,53.666613,50.445949554,53.042613624,51.274615392,228329688
1933,TSLA.O,53.546606453,52.210614456,52.677947322,53.367279966,243239973
1934,TSLA.O,57.987942012,50.8999491,57.012609654,52.125281208,427078237
1935,TSLA.O,51.517948482,45.535954464,50.333283,46.754619912,487977592
1936,TSLA.O,50.7999492,46.5332868,46.7332866,50.745949254,288556638
1937,TSLA.O,53.261280072,50.811949188,52.652614014,51.213948786,254875094
1938,TSLA.O,52.65328068,50.740615926,51.7666149,52.171947828,166848631
1939,TSLA.O,53.09328024,51.48994851,51.813948186,52.002614664,172915462
1940,TSLA.O,54.9332784,52.467280866,52.917947082,54.627945372,241951546
1941,TSLA.O,54.9332784,52.333281,52.700613966,54.085945914,247794262
1942,TSLA.O,56.219277114,53.8666128,55.1332782,53.960612706,238603813
1943,TSLA.O,55.0666116,50.88661578,54.721945278,52.730613936,285982650
1944,TSLA.O,53.557279776,50.9332824,51.999948,53.555279778,205233025
1945,TSLA.O,53.669852997,52.436747563,52.68994731,53.277946722,157776577
1946,TSLA.O,55.647951019,53.591946408,55.185278148,54.241945758,175471705
1947,TSLA.O,54.804611862,53.738612928,54.344612322,53.867279466,144547974
1948,TSLA.O,55.0666116,54.11994588,54.6999453,54.370612296,109639174
1949,TSLA.O,55.4999445,53.0666136,54.3999456,55.17327816,183818943
1950,TSLA.O,55.451944548,54.1332792,54.811511855,54.458612208,149812274
1951,TSLA.O,55.63994436,54.380278953,55.6332777,54.591278742,121346161
1952,TSLA.O,55.180611486,52.333281,54.723945276,54.681945318,173243123
1953,TSLA.O,54.98327835,53.445946554,54.233945766,53.720612946,109136719
1954,TSLA.O,55.666611,53.613946386,53.91661275,55.666611,177187512
1955,TSLA.O,59.9332734,56.93994306,57.1999428,59.87327346,226279681
1956,TSLA.O,60.577272756,58.0666086,59.64660702,58.770607896,203484143
1957,TSLA.O,59.862606804,58.67327466,59.207940792,58.863941136,119242154
1958,TSLA.O,59.71660695,57.229276104,59.325274008,57.625275708,133315828
1959,TSLA.O,59.101274232,57.74660892,58.522608144,59.043940956,117178872
1960,TSLA.O,63.33327,60.610606056,61.2666054,63.327936672,212621117
1961,TSLA.O,63.629263037,61.595338405,62.667270666,62.711270622,170822480
1962,TSLA.O,68.498598168,65.4999345,66.125267208,68.33659833,278451473
1963,TSLA.O,67.930592069,64.7999352,66.01326732,64.855935144,238747468
